SFE_1	SFE_2	name	type_1	type_2	int_type	support_1	support_2	freq_1	freq_2	overlap	max_overlap	freq_overlap	r_overlap	r_freq_overlap	diff_overlap	abs_diff_overlap	direction	wMI_stat	wMI_p.value	ME_p.value	E.r.wMI_stat	MI_diff	wMI_p.value_FDR	select_score_good_cancer_cell_2017_criterion_1	select_score
KRAS_12-61	KDM5A	KRAS_12-61 - KDM5A	MUTATION	MUTATION	MUTATION - MUTATION	1076	69	0.3062909194420723	0.01964133219470538	23	69	0.3333333333333333	30.5	0.4420289855072464	-7.5	7.5	ME	1.2002851903725187e-5	0.985	0.046	0.0016308405217038136	-0.0016188376698000884	FALSE	FALSE	8.749847200938653e-4
KRAS_12-61	PIK3C2G	KRAS_12-61 - PIK3C2G	MUTATION	MUTATION	MUTATION - MUTATION	1076	123	0.3062909194420723	0.035012809564474806	36	123	0.2926829268292683	54.163	0.44034959349593494	-18.162999999999997	18.162999999999997	ME	9.640090338725038e-5	0.985	0.002	0.00271800290568458	-0.0026216020022973296	FALSE	FALSE	-1.2777720452378786e-4
KRAS_12-61	TSHR	KRAS_12-61 - TSHR	MUTATION	MUTATION	MUTATION - MUTATION	1076	66	0.3062909194420723	0.018787361229718188	21	66	0.3181818181818182	29.34	0.4445454545454545	-8.34	8.34	ME	2.5555640248420275e-7	1	0.019	0.001687972983541064	-0.0016877174271385798	FALSE	FALSE	8.061050812501274e-4
KRAS_12-61	CREBBP	KRAS_12-61 - CREBBP	MUTATION	MUTATION	MUTATION - MUTATION	1076	132	0.3062909194420723	0.037574722459436376	40	132	0.30303030303030304	57.671	0.43690151515151515	-17.671	17.671	ME	4.004771921872763e-5	0.992	0	0.0025796108084633618	-0.002539563089244634	FALSE	FALSE	-0.0015941255003712868
KRAS_12-61	BRIP1	KRAS_12-61 - BRIP1	MUTATION	MUTATION	MUTATION - MUTATION	1076	69	0.3062909194420723	0.01964133219470538	20	69	0.2898550724637681	30.562	0.4429275362318841	-10.562000000000001	10.562000000000001	ME	6.483902992004964e-5	0.953	0.011	0.0016308405217038136	-0.001566001491783764	FALSE	FALSE	2.830566707167096e-4
KRAS_12-61	AXIN2	KRAS_12-61 - AXIN2	MUTATION	MUTATION	MUTATION - MUTATION	1076	62	0.3062909194420723	0.017648733276401936	24	62	0.3870967741935484	27.658	0.44609677419354843	-3.6580000000000013	3.6580000000000013	ME	2.7047289234727323e-4	0.858	0.217	0.0015652790560061192	-0.001294806163658846	FALSE	FALSE	0.0011990157053230613
KRAS_12-61	DOT1L	KRAS_12-61 - DOT1L	MUTATION	MUTATION	MUTATION - MUTATION	1076	104	0.3062909194420723	0.0296043267862226	30	104	0.28846153846153844	45.803	0.4404134615384615	-15.802999999999997	15.802999999999997	ME	1.0814721350704826e-4	0.968	0	0.002272302075932209	-0.0021641548624251605	FALSE	FALSE	-0.0015616014043614572
KRAS_12-61	PTPRS	KRAS_12-61 - PTPRS	MUTATION	MUTATION	MUTATION - MUTATION	1076	74	0.3062909194420723	0.0210646171363507	23	74	0.3108108108108108	32.679	0.44160810810810813	-9.679000000000002	9.679000000000002	ME	6.531118147967696e-6	0.989	0.015	0.0019346036590469629	-0.0019280725408989952	FALSE	FALSE	4.392933922497521e-4
KRAS_12-61	SMARCA4	KRAS_12-61 - SMARCA4	MUTATION	MUTATION	MUTATION - MUTATION	1076	291	0.3062909194420723	0.08283518360375747	98	291	0.33676975945017185	123.269	0.4236048109965636	-25.269000000000005	25.269000000000005	ME	8.615455427118945e-5	1	0.001	0.004540386409275898	-0.004454231855004709	FALSE	FALSE	-0.0022756916290847954
KRAS_12-61	PTPRT	KRAS_12-61 - PTPRT	MUTATION	MUTATION	MUTATION - MUTATION	1076	289	0.3062909194420723	0.08226586962709935	85	289	0.29411764705882354	122.759	0.42477162629757786	-37.759	37.759	ME	2.140868440336785e-4	0.998	0	0.0044779134566770296	-0.004263826612643351	FALSE	FALSE	-0.002424635253455697
KRAS_12-61	HGF	KRAS_12-61 - HGF	MUTATION	MUTATION	MUTATION - MUTATION	1076	178	0.3062909194420723	0.0506689439225733	64	178	0.3595505617977528	77.635	0.43615168539325844	-13.635000000000005	13.635000000000005	ME	2.8241331678069415e-4	0.989	0.018	0.0034620012599571037	-0.0031795879431764096	FALSE	FALSE	-6.857607374847183e-4
KRAS_12-61	TP53	KRAS_12-61 - TP53	MUTATION	MUTATION	MUTATION - MUTATION	1076	1910	0.3062909194420723	0.5436948477085113	378	1076	0.3513011152416357	664.76	0.6178066914498141	-286.76	286.76	ME	0.0483174534728098	0	0	0.008517161015114794	0.03980029245769501	TRUE	TRUE	0.04364521617479731
KRAS_12-61	RFWD2	KRAS_12-61 - RFWD2	MUTATION	MUTATION	MUTATION - MUTATION	1076	57	0.3062909194420723	0.016225448334756618	17	57	0.2982456140350877	25.384	0.44533333333333336	-8.384	8.384	ME	2.7756810281109878e-5	0.957	0.013	0.001565709392429504	-0.0015379525821483941	FALSE	FALSE	-6.058948486449688e-4
KRAS_12-61	IRS1	KRAS_12-61 - IRS1	MUTATION	MUTATION	MUTATION - MUTATION	1076	70	0.3062909194420723	0.019925989183034443	21	70	0.3	31.114	0.4444857142857143	-10.114	10.114	ME	2.892679535659859e-5	0.981	0.008	0.0018110859424351755	-0.001782159147078577	FALSE	FALSE	7.116635307100061e-4
KRAS_12-61	NOTCH1	KRAS_12-61 - NOTCH1	MUTATION	MUTATION	MUTATION - MUTATION	1076	121	0.3062909194420723	0.03444349558781668	29	121	0.2396694214876033	53.001	0.43802479338842976	-24.000999999999998	24.000999999999998	ME	8.428303398340109e-4	0.793	0	0.0026558164375747317	-0.0018129860977407208	FALSE	FALSE	6.808366373271291e-4
KRAS_12-61	LATS2	KRAS_12-61 - LATS2	MUTATION	MUTATION	MUTATION - MUTATION	1076	58	0.3062909194420723	0.01651010532308568	13	58	0.22413793103448276	26.048	0.449103448275862	-13.047999999999998	13.047999999999998	ME	5.713744178588165e-4	0.661	0	0.0014430227409900631	-8.716483231312466e-4	FALSE	FALSE	0.0016221728702797502
KRAS_12-61	TSC2	KRAS_12-61 - TSC2	MUTATION	MUTATION	MUTATION - MUTATION	1076	68	0.3062909194420723	0.019356675206376316	17	68	0.25	30.329	0.4460147058823529	-13.329	13.329	ME	3.517088104325605e-4	0.832	0.002	0.0017494780622935302	-0.0013977692518609697	FALSE	FALSE	0.0010960527783141795
KRAS_12-61	MTOR	KRAS_12-61 - MTOR	MUTATION	MUTATION	MUTATION - MUTATION	1076	112	0.3062909194420723	0.03188158269285511	35	112	0.3125	49.394	0.44101785714285713	-14.393999999999998	14.393999999999998	ME	6.701163487776718e-6	0.995	0.003	0.002519494088034091	-0.0025127929245463143	FALSE	FALSE	-0.0018790702715296512
KRAS_12-61	NTRK1	KRAS_12-61 - NTRK1	MUTATION	MUTATION	MUTATION - MUTATION	1076	86	0.3062909194420723	0.02448050099629946	26	86	0.3023255813953488	38.027	0.4421744186046512	-12.027000000000001	12.027000000000001	ME	2.7902895726628074e-5	0.974	0.003	0.0020057341848624954	-0.0019778312891358674	FALSE	FALSE	5.159917719291931e-4
KRAS_12-61	ALK	KRAS_12-61 - ALK	MUTATION	MUTATION	MUTATION - MUTATION	1076	158	0.3062909194420723	0.04497580415599203	51	158	0.3227848101265823	68.932	0.43627848101265826	-17.932000000000002	17.932000000000002	ME	1.139592437082726e-6	1	0.002	0.003110323167828666	-0.003109183575391583	FALSE	FALSE	-7.756841002819668e-4
KRAS_12-61	NOTCH4	KRAS_12-61 - NOTCH4	MUTATION	MUTATION	MUTATION - MUTATION	1076	133	0.3062909194420723	0.03785937944776544	38	133	0.2857142857142857	58.226	0.4377894736842105	-20.226	20.226	ME	1.650414850611348e-4	0.977	0	0.0027470457090699174	-0.0025820042240087826	FALSE	FALSE	-8.817956049676822e-5
KRAS_12-61	FLT1	KRAS_12-61 - FLT1	MUTATION	MUTATION	MUTATION - MUTATION	1076	124	0.3062909194420723	0.03529746655280387	43	124	0.3467741935483871	54.233	0.43736290322580645	-11.232999999999997	11.232999999999997	ME	8.88444972242386e-5	0.987	0.021	0.0026078247414969002	-0.0025189802442726617	FALSE	FALSE	-3.6452946241821526e-4
KRAS_12-61	RPTOR	KRAS_12-61 - RPTOR	MUTATION	MUTATION	MUTATION - MUTATION	1076	63	0.3062909194420723	0.017933390264730998	16	63	0.25396825396825395	27.91	0.44301587301587303	-11.91	11.91	ME	2.8879023514039037e-4	0.808	0.001	0.0014482975051336444	-0.001159507269993254	FALSE	FALSE	0.001334314388368804
KRAS_12-61	KEAP1	KRAS_12-61 - KEAP1	MUTATION	MUTATION	MUTATION - MUTATION	1076	515	0.3062909194420723	0.1465983489894677	199	515	0.3864077669902913	211.114	0.40993009708737865	-12.114000000000004	12.114000000000004	ME	0.002565615608918992	0.877	0.133	0.006146200251374023	-0.0035805846424550314	FALSE	FALSE	-6.337806937730593e-4
KRAS_12-61	JAK3	KRAS_12-61 - JAK3	MUTATION	MUTATION	MUTATION - MUTATION	1076	80	0.3062909194420723	0.02277255906632508	33	80	0.4125	35.404	0.44255000000000005	-2.4040000000000035	2.4040000000000035	ME	6.612282645024337e-4	0.759	0.319	0.001821781537513445	-0.0011605532730110113	FALSE	FALSE	-4.040006674843044e-5
KRAS_12-61	PAK7	KRAS_12-61 - PAK7	MUTATION	MUTATION	MUTATION - MUTATION	1076	123	0.3062909194420723	0.035012809564474806	45	123	0.36585365853658536	54.11	0.4399186991869919	-9.11	9.11	ME	2.5728761595900096e-4	0.961	0.056	0.0024395584982743745	-0.0021822708823153736	FALSE	FALSE	3.115526392265e-4
KRAS_12-61	PIK3CA	KRAS_12-61 - PIK3CA	MUTATION	MUTATION	MUTATION - MUTATION	1076	232	0.3062909194420723	0.06604042129234272	58	232	0.25	99.298	0.4280086206896552	-41.298	41.298	ME	0.0012599419522447697	0.861	0	0.003834089851265876	-0.0025741478990211064	FALSE	FALSE	-0.001923075721793994
KRAS_12-61	TERT	KRAS_12-61 - TERT	MUTATION	MUTATION	MUTATION - MUTATION	1076	157	0.3062909194420723	0.04469114716766297	53	157	0.3375796178343949	68.675	0.4374203821656051	-15.674999999999997	15.674999999999997	ME	4.894284794187964e-5	0.997	0.005	0.002945104338302973	-0.0028961614903610933	FALSE	FALSE	-0.0017983437066567453
KRAS_12-61	ERBB2	KRAS_12-61 - ERBB2	MUTATION	MUTATION	MUTATION - MUTATION	1076	124	0.3062909194420723	0.03529746655280387	7	124	0.056451612903225805	54.286	0.43779032258064515	-47.286	47.286	ME	0.011570505699181277	0	0	0.0026078247414969002	0.008962680957684377	TRUE	TRUE	0.008202444115772365
KRAS_12-61	PTCH1	KRAS_12-61 - PTCH1	MUTATION	MUTATION	MUTATION - MUTATION	1076	61	0.3062909194420723	0.017364076288072874	17	61	0.2786885245901639	27.229	0.44637704918032783	-10.229	10.229	ME	1.0787077985807692e-4	0.902	0.003	0.0016888135102248736	-0.0015809427303667967	FALSE	FALSE	9.128795958826726e-4
KRAS_12-61	SETD2	KRAS_12-61 - SETD2	MUTATION	MUTATION	MUTATION - MUTATION	1076	191	0.3062909194420723	0.05436948477085112	54	191	0.28272251308900526	82.692	0.4329424083769633	-28.691999999999993	28.691999999999993	ME	2.855200742639674e-4	0.981	0	0.0034664643838195897	-0.0031809443095556222	FALSE	FALSE	-0.002102075559551053
KRAS_12-61	PIK3CG	KRAS_12-61 - PIK3CG	MUTATION	MUTATION	MUTATION - MUTATION	1076	161	0.3062909194420723	0.04582977512097922	50	161	0.3105590062111801	70.106	0.43544099378881984	-20.105999999999995	20.105999999999995	ME	1.5394098835885828e-5	0.999	0	0.0030683410930592014	-0.0030529469942233156	FALSE	FALSE	-0.0018323816368011256
KRAS_12-61	TSC1	KRAS_12-61 - TSC1	MUTATION	MUTATION	MUTATION - MUTATION	1076	56	0.3062909194420723	0.015940791346427556	18	56	0.32142857142857145	25.208	0.4501428571428571	-7.207999999999998	7.207999999999998	ME	9.277172963173541e-8	1	0.042	0.0016957298945319277	-0.001695637122802296	FALSE	FALSE	-9.946110538478126e-4
KRAS_12-61	BRCA2	KRAS_12-61 - BRCA2	MUTATION	MUTATION	MUTATION - MUTATION	1076	123	0.3062909194420723	0.035012809564474806	35	123	0.2845528455284553	54.413	0.4423821138211382	-19.412999999999997	19.412999999999997	ME	1.6272568738684434e-4	0.984	0.001	0.00271800290568458	-0.0025552772182977357	FALSE	FALSE	-6.145264303293565e-5
KRAS_12-61	EGFR	KRAS_12-61 - EGFR	MUTATION	MUTATION	MUTATION - MUTATION	1076	855	0.3062909194420723	0.24338172502134928	22	855	0.025730994152046785	335.225	0.3920760233918129	-313.225	313.225	ME	0.12866489152163307	0	0	0.007246777816711791	0.12141811370492128	TRUE	TRUE	0.1220881661930993
KRAS_12-61	KDM5C	KRAS_12-61 - KDM5C	MUTATION	MUTATION	MUTATION - MUTATION	1076	101	0.3062909194420723	0.02875035582123541	34	101	0.33663366336633666	44.593	0.4415148514851486	-10.593000000000004	10.593000000000004	ME	2.7686634325840842e-5	0.994	0.022	0.0023230857371103752	-0.0022953991027845344	FALSE	FALSE	-1.7294846199519172e-4
KRAS_12-61	SMAD4	KRAS_12-61 - SMAD4	MUTATION	MUTATION	MUTATION - MUTATION	1076	112	0.3062909194420723	0.03188158269285511	27	112	0.24107142857142858	49.233	0.4395803571428571	-22.232999999999997	22.232999999999997	ME	7.504473112559529e-4	0.767	0	0.002519494088034091	-0.0017690467767781382	FALSE	FALSE	-0.0017042512692709206
KRAS_12-61	BRAF	KRAS_12-61 - BRAF	MUTATION	MUTATION	MUTATION - MUTATION	1076	189	0.3062909194420723	0.053800170794193	29	189	0.15343915343915343	81.963	0.43366666666666664	-52.962999999999994	52.962999999999994	ME	0.006213138404133511	0.018	0	0.0036712155194115192	0.002541922884721992	FALSE	FALSE	0.003918337502546984
KRAS_12-61	JAK1	KRAS_12-61 - JAK1	MUTATION	MUTATION	MUTATION - MUTATION	1076	49	0.3062909194420723	0.01394819242812411	11	49	0.22448979591836735	21.776	0.44440816326530613	-10.776	10.776	ME	4.778268626062232e-4	0.647	0.001	0.001320583084642779	-8.427562220365559e-4	FALSE	FALSE	0.0016510649220635423
KRAS_12-61	EPHA5	KRAS_12-61 - EPHA5	MUTATION	MUTATION	MUTATION - MUTATION	1076	236	0.3062909194420723	0.06717904924565898	91	236	0.3855932203389831	101.585	0.4304449152542373	-10.584999999999994	10.584999999999994	ME	0.0010411817845172866	0.941	0.078	0.003958100785613983	-0.002916919001096696	FALSE	FALSE	-0.001197495570949033
KRAS_12-61	FAT1	KRAS_12-61 - FAT1	MUTATION	MUTATION	MUTATION - MUTATION	1076	273	0.3062909194420723	0.07771135781383433	87	273	0.31868131868131866	116.584	0.42704761904761906	-29.584000000000003	29.584000000000003	ME	6.263013768714742e-7	1	0.001	0.004478583469307407	-0.004477957167930535	FALSE	FALSE	-0.0026059870229750695
KRAS_12-61	KMT2D	KRAS_12-61 - KMT2D	MUTATION	MUTATION	MUTATION - MUTATION	1076	281	0.3062909194420723	0.07998861372046684	69	281	0.24555160142348753	119.848	0.42650533807829183	-50.848	50.848	ME	0.0017571591604410575	0.853	0	0.004477190566231082	-0.0027200314057900243	FALSE	FALSE	-8.161745077543257e-4
KRAS_12-61	RBM10	KRAS_12-61 - RBM10	MUTATION	MUTATION	MUTATION - MUTATION	1076	363	0.3062909194420723	0.10333048676345004	166	363	0.4573002754820937	152.509	0.4201349862258953	13.491000000000014	13.491000000000014	CO	0.007176679782368911	0.064	0.064	0.005087206756760887	0.002089473025608024	FALSE	FALSE	-0.003835894836684377
KRAS_12-61	KIT	KRAS_12-61 - KIT	MUTATION	MUTATION	MUTATION - MUTATION	1076	78	0.3062909194420723	0.02220324508966695	30	78	0.38461538461538464	34.837	0.44662820512820517	-4.837000000000003	4.837000000000003	ME	3.1743425707342343e-4	0.899	0.149	0.0020585150638018357	-0.0017410808067284123	FALSE	FALSE	-7.316389352281637e-4
KRAS_12-61	CSF1R	KRAS_12-61 - CSF1R	MUTATION	MUTATION	MUTATION - MUTATION	1076	66	0.3062909194420723	0.018787361229718188	24	66	0.36363636363636365	29.037	0.43995454545454543	-5.036999999999999	5.036999999999999	ME	1.22897703342284e-4	0.921	0.126	0.001687972983541064	-0.00156507528019878	FALSE	FALSE	-3.0934674717767775e-4
KRAS_12-61	MET	KRAS_12-61 - MET	MUTATION	MUTATION	MUTATION - MUTATION	1076	149	0.3062909194420723	0.042413891261030456	27	149	0.18120805369127516	64.816	0.435006711409396	-37.816	37.816	ME	0.003272876484343157	0.151	0	0.0029674219529781665	3.0545453136499034e-4	FALSE	FALSE	-5.153171619752137e-4
KRAS_12-61	NF1	KRAS_12-61 - NF1	MUTATION	MUTATION	MUTATION - MUTATION	1076	270	0.3062909194420723	0.07685738684884715	61	270	0.22592592592592592	115.555	0.4279814814814815	-54.55500000000001	54.55500000000001	ME	0.0027221346778606437	0.598	0	0.004511653337320953	-0.0017895186594603096	FALSE	FALSE	8.503086820684582e-7
KRAS_12-61	STK11	KRAS_12-61 - STK11	MUTATION	MUTATION	MUTATION - MUTATION	1076	524	0.3062909194420723	0.14916026188442927	264	524	0.5038167938931297	214.691	0.4097156488549618	49.309	49.309	CO	0.019521237862109242	0	0	0.006090792194151096	0.013430445667958146	TRUE	TRUE	0.0068381728382741
KRAS_12-61	ARID2	KRAS_12-61 - ARID2	MUTATION	MUTATION	MUTATION - MUTATION	1076	167	0.3062909194420723	0.0475377170509536	52	167	0.31137724550898205	72.565	0.43452095808383234	-20.564999999999998	20.564999999999998	ME	1.3376638900997051e-5	0.999	0	0.003254368999400681	-0.0032409923604996838	FALSE	FALSE	-0.0018933625315751574
KRAS_12-61	EPHA3	KRAS_12-61 - EPHA3	MUTATION	MUTATION	MUTATION - MUTATION	1076	221	0.3062909194420723	0.06290919442072303	81	221	0.3665158371040724	94.497	0.42758823529411766	-13.497	13.497	ME	4.908564963239659e-4	0.976	0.033	0.0036213324206626485	-0.0031304759243386826	FALSE	FALSE	-0.0014995600752393552
KRAS_12-61	EPHB1	KRAS_12-61 - EPHB1	MUTATION	MUTATION	MUTATION - MUTATION	1076	144	0.3062909194420723	0.04099060631938514	36	144	0.25	62.806	0.4361527777777778	-26.805999999999997	26.805999999999997	ME	7.615983419511085e-4	0.867	0	0.002949663045846762	-0.0021880647038956536	FALSE	FALSE	3.05758831754798e-4
KRAS_12-61	TET2	KRAS_12-61 - TET2	MUTATION	MUTATION	MUTATION - MUTATION	1076	76	0.3062909194420723	0.021633931113008823	18	76	0.23684210526315788	33.594	0.4420263157894737	-15.594000000000001	15.594000000000001	ME	5.610427280009489e-4	0.759	0	0.0016998180224390147	-0.0011387752944380658	FALSE	FALSE	4.996510311347335e-4
KRAS_12-61	LATS1	KRAS_12-61 - LATS1	MUTATION	MUTATION	MUTATION - MUTATION	1076	67	0.3062909194420723	0.019072018218047253	13	67	0.19402985074626866	29.547	0.441	-16.547	16.547	ME	0.0011713076255797095	0.402	0	0.001569859051949507	-3.9855142636979757e-4	FALSE	FALSE	0.0020952688455684793
KRAS_12-61	TET1	KRAS_12-61 - TET1	MUTATION	MUTATION	MUTATION - MUTATION	1076	114	0.3062909194420723	0.032450896669513236	33	114	0.2894736842105263	50.27	0.4409649122807018	-17.270000000000003	17.270000000000003	ME	1.1136036021297535e-4	0.969	0.001	0.0025816182921245545	-0.002470257931911579	FALSE	FALSE	-7.375850735785302e-4
KRAS_12-61	GRIN2A	KRAS_12-61 - GRIN2A	MUTATION	MUTATION	MUTATION - MUTATION	1076	181	0.3062909194420723	0.051522914887560486	61	181	0.3370165745856354	78.843	0.43559668508287297	-17.843000000000004	17.843000000000004	ME	5.325673023381938e-5	0.997	0.006	0.003420918916623661	-0.0033676621863898415	FALSE	FALSE	-8.738339152095548e-4
KRAS_12-61	MED12	KRAS_12-61 - MED12	MUTATION	MUTATION	MUTATION - MUTATION	1076	162	0.3062909194420723	0.04611443210930828	42	162	0.25925925925925924	70.319	0.4340679012345679	-28.319000000000003	28.319000000000003	ME	6.449292578027954e-4	0.894	0	0.0029665257160862435	-0.002321596458283448	FALSE	FALSE	-0.0011217225356573734
KRAS_12-61	KDR	KRAS_12-61 - KDR	MUTATION	MUTATION	MUTATION - MUTATION	1076	146	0.3062909194420723	0.041559920296043266	47	146	0.3219178082191781	63.899	0.43766438356164383	-16.899	16.899	ME	4.737449146308137e-7	1	0.002	0.0030118563839791612	-0.0030113826390645304	FALSE	FALSE	-0.0020752292789469455
KRAS_12-61	ATM	KRAS_12-61 - ATM	MUTATION	MUTATION	MUTATION - MUTATION	1076	255	0.3062909194420723	0.07258753202391119	131	255	0.5137254901960784	108.89	0.42701960784313725	22.11	22.11	CO	0.009536903028929733	0.004	0.004	0.004168602764428209	0.005368300264501524	TRUE	FALSE	4.567060513197752e-4
KRAS_12-61	NTRK3	KRAS_12-61 - NTRK3	MUTATION	MUTATION	MUTATION - MUTATION	1076	181	0.3062909194420723	0.051522914887560486	75	181	0.4143646408839779	78.661	0.4345911602209945	-3.6610000000000014	3.6610000000000014	ME	0.001607748484115712	0.738	0.324	0.003420918916623661	-0.001813170432507949	FALSE	FALSE	-4.2780007331847867e-4
KRAS_12-61	RB1	KRAS_12-61 - RB1	MUTATION	MUTATION	MUTATION - MUTATION	1076	217	0.3062909194420723	0.06177056646740677	34	217	0.15668202764976957	93.578	0.43123502304147465	-59.578	59.578	ME	0.006888761063861715	0.017	0	0.00375254439282946	0.0031362166710322548	FALSE	TRUE	0.0043784405731212015
KRAS_12-61	DDR2	KRAS_12-61 - DDR2	MUTATION	MUTATION	MUTATION - MUTATION	1076	98	0.3062909194420723	0.02789638485624822	28	98	0.2857142857142857	43.231	0.4411326530612245	-15.231000000000002	15.231000000000002	ME	1.2033196274718883e-4	0.972	0	0.002088353565353307	-0.001968021602606118	FALSE	FALSE	-0.0012852566127529007
KRAS_12-61	CIC	KRAS_12-61 - CIC	MUTATION	MUTATION	MUTATION - MUTATION	1076	80	0.3062909194420723	0.02277255906632508	23	80	0.2875	35.602	0.44502499999999995	-12.601999999999997	12.601999999999997	ME	8.77340096405721e-5	0.947	0.001	0.001821781537513445	-0.0017340475278728729	FALSE	FALSE	7.597750625308674e-4
KRAS_12-61	NFE2L2	KRAS_12-61 - NFE2L2	MUTATION	MUTATION	MUTATION - MUTATION	1076	111	0.3062909194420723	0.03159692570452605	20	111	0.18018018018018017	48.774	0.4394054054054054	-28.774	28.774	ME	0.0024507064247905053	0.246	0	0.0023469158850482064	1.037905397422989e-4	FALSE	FALSE	5.668954922735794e-4
KRAS_12-61	CDKN2A	KRAS_12-61 - CDKN2A	MUTATION	MUTATION	MUTATION - MUTATION	1076	258	0.3062909194420723	0.07344150298889837	61	258	0.2364341085271318	110.376	0.4278139534883721	-49.376000000000005	49.376000000000005	ME	0.002030346587005849	0.745	0	0.004136085522069011	-0.0021057389350631617	FALSE	FALSE	-2.1914476000545432e-4
KRAS_12-61	CTNNB1	KRAS_12-61 - CTNNB1	MUTATION	MUTATION	MUTATION - MUTATION	1076	118	0.3062909194420723	0.03358952462282949	21	118	0.17796610169491525	52.02	0.4408474576271187	-31.020000000000003	31.020000000000003	ME	0.0026992492805543167	0.258	0	0.0027062426936396156	-6.993413085298883e-6	FALSE	FALSE	-0.0014958253910006606
KRAS_12-61	MAP3K13	KRAS_12-61 - MAP3K13	MUTATION	MUTATION	MUTATION - MUTATION	1076	51	0.3062909194420723	0.014517506404782237	13	51	0.2549019607843137	22.765	0.4463725490196079	-9.765	9.765	ME	2.262935548509315e-4	0.818	0.003	0.0013817268549869421	-0.0011554333001360106	FALSE	FALSE	5.747947159170858e-4
