cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Sex,RAS,uterine cancer,Female,384,2254,0.17,0.17,0.155,0.186,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,non-melanoma skin cancers,Female,1,183,0.01,0.007,0,0.033,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,non-melanoma skin cancers,Male,17,330,0.05,0.049,0.028,0.076,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Female,27,483,0.058,0.057,0.041,0.075,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Male,44,724,0.06,0.059,0.046,0.076,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,adrenocortical carcinoma,Female,1,80,0.011,0.007,0,0.039,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,adrenocortical carcinoma,Male,0,54,0.006,0.003,0,0.03,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,ovarian cancer,Female,260,2336,0.111,0.111,0.099,0.124,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,esophagogastric cancer,Female,36,504,0.066,0.064,0.048,0.09,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,esophagogastric cancer,Male,66,1297,0.053,0.053,0.042,0.066,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,thyroid cancer,Female,105,537,0.196,0.195,0.167,0.226,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,thyroid cancer,Male,94,480,0.196,0.196,0.166,0.227,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,cervical cancer,Female,34,365,0.093,0.093,0.066,0.125,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,hepatobiliary cancer,Female,80,636,0.125,0.125,0.104,0.149,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,hepatobiliary cancer,Male,91,739,0.124,0.124,0.104,0.145,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,kidney cancer,Female,4,420,0.01,0.009,0.004,0.018,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,kidney cancer,Male,9,1002,0.009,0.009,0.005,0.015,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,mature t and nk neoplasms,Female,2,107,0.022,0.02,0.006,0.048,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,mature t and nk neoplasms,Male,3,124,0.023,0.021,0.007,0.05,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,cns cancer,Female,24,1994,0.013,0.013,0.009,0.018,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,cns cancer,Male,42,2569,0.015,0.015,0.011,0.02,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,prostate cancer,Male,31,2436,0.013,0.013,0.009,0.018,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,anal cancer,Female,3,102,0.033,0.031,0.01,0.069,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,anal cancer,Male,2,47,0.038,0.034,0.01,0.088,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,neuroendocrine tumors,Female,14,166,0.091,0.09,0.057,0.13,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,neuroendocrine tumors,Male,20,193,0.099,0.097,0.066,0.139,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,bladder cancer,Female,38,393,0.092,0.091,0.071,0.118,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,bladder cancer,Male,100,1188,0.086,0.086,0.071,0.101,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Female,17,106,0.159,0.157,0.107,0.22,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Male,22,142,0.157,0.156,0.11,0.212,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,small bowel cancer,Female,33,78,0.421,0.42,0.336,0.51,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,small bowel cancer,Male,55,132,0.419,0.418,0.346,0.494,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,sex cord stromal tumor,Female,3,97,0.03,0.027,0.007,0.069,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,sex cord stromal tumor,Male,0,11,0.024,0.019,0,0.089,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,bone cancer,Female,5,242,0.017,0.015,0.005,0.037,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,bone cancer,Male,1,328,0.006,0.006,0,0.017,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,vaginal cancer,Female,6,78,0.078,0.075,0.03,0.147,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,thymic tumor,Female,3,70,0.041,0.038,0.013,0.085,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,thymic tumor,Male,3,86,0.038,0.036,0.012,0.077,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,ampullary cancer,Female,25,41,0.578,0.576,0.457,0.71,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,ampullary cancer,Male,34,65,0.542,0.544,0.429,0.647,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,small cell lung cancer,Female,8,193,0.039,0.038,0.02,0.066,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,small cell lung cancer,Male,7,205,0.037,0.036,0.018,0.061,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,mesothelioma,Female,0,145,0.002,0.001,0,0.009,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,mesothelioma,Male,1,352,0.003,0.002,0,0.009,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,germ cell tumor,Female,6,175,0.043,0.041,0.016,0.083,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,germ cell tumor,Male,69,711,0.095,0.095,0.074,0.118,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,nerve sheath tumor,Female,2,80,0.022,0.02,0.004,0.057,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,nerve sheath tumor,Male,1,74,0.019,0.017,0.003,0.05,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,penile cancer,Male,2,25,0.085,0.074,0.012,0.218,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,pheochromocytoma,Male,1,17,0.065,0.049,0.003,0.211,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,pineal tumor,Male,1,12,0.092,0.071,0.004,0.302,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,b cell lymphoma,Female,23,395,0.058,0.057,0.041,0.078,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,b cell lymphoma,Male,32,567,0.057,0.057,0.041,0.075,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,non-hodgkin lymphoma,Female,1,12,0.122,0.11,0.017,0.294,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,non-hodgkin lymphoma,Male,2,11,0.148,0.133,0.031,0.355,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Female,1,12,0.1,0.091,0.017,0.24,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Male,3,28,0.104,0.097,0.029,0.221,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,retinoblastoma,Female,0,23,0.001,0,0,0.012,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,retinoblastoma,Male,0,28,0.001,0,0,0.012,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,hodgkin lymphoma,Female,0,16,0.001,0,0,0.011,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,hodgkin lymphoma,Male,0,24,0.001,0,0,0.01,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,lung cancer,Male,3,16,0.191,0.178,0.045,0.407,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,blastic plasmacytoid dendritic cell neoplasm,Male,4,11,0.367,0.357,0.128,0.651,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,peritoneal cancer,Female,0,17,0.003,0,0,0.033,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,RAS,appendiceal cancer,Female,72,174,0.424,0.425,0.358,0.488,RAS_12,12,Codon 12
single,Sex,RAS,appendiceal cancer,Male,76,167,0.445,0.444,0.38,0.514,RAS_12,12,Codon 12
single,Sex,RAS,colorectal cancer,Female,1022,3028,0.336,0.336,0.319,0.353,RAS_12,12,Codon 12
single,Sex,RAS,colorectal cancer,Male,1081,3696,0.294,0.294,0.279,0.309,RAS_12,12,Codon 12
single,Sex,RAS,cancer of unknown primary,Female,178,1000,0.174,0.173,0.152,0.198,RAS_12,12,Codon 12
single,Sex,RAS,cancer of unknown primary,Male,146,989,0.152,0.152,0.13,0.174,RAS_12,12,Codon 12
single,Sex,RAS,non-small cell lung cancer,Female,1572,5722,0.274,0.274,0.262,0.286,RAS_12,12,Codon 12
single,Sex,RAS,non-small cell lung cancer,Male,981,4406,0.224,0.224,0.211,0.236,RAS_12,12,Codon 12
single,Sex,RAS,breast cancer,Female,75,9284,0.008,0.008,0.006,0.01,RAS_12,12,Codon 12
single,Sex,RAS,breast cancer,Male,0,48,0.007,0.007,0,0.023,RAS_12,12,Codon 12
single,Sex,RAS,soft tissue sarcoma,Female,18,1413,0.012,0.011,0.007,0.017,RAS_12,12,Codon 12
single,Sex,RAS,soft tissue sarcoma,Male,11,1360,0.009,0.009,0.005,0.014,RAS_12,12,Codon 12
single,Sex,RAS,pancreatic cancer,Female,780,1153,0.675,0.675,0.651,0.7,RAS_12,12,Codon 12
single,Sex,RAS,pancreatic cancer,Male,900,1341,0.672,0.672,0.649,0.695,RAS_12,12,Codon 12
single,Sex,RAS,leukemia,Female,63,637,0.095,0.094,0.076,0.117,RAS_12,12,Codon 12
single,Sex,RAS,leukemia,Male,78,930,0.087,0.087,0.07,0.104,RAS_12,12,Codon 12
single,Sex,RAS,melanoma,Female,30,1104,0.028,0.027,0.02,0.036,RAS_12,12,Codon 12
single,Sex,RAS,melanoma,Male,49,1742,0.028,0.028,0.022,0.035,RAS_12,12,Codon 12
single,Sex,RAS,head and neck cancer,Female,11,564,0.017,0.017,0.01,0.028,RAS_12,12,Codon 12
single,Sex,RAS,head and neck cancer,Male,16,1179,0.015,0.015,0.009,0.022,RAS_12,12,Codon 12
single,Sex,RAS,uterine cancer,Female,299,2254,0.133,0.133,0.119,0.147,RAS_12,12,Codon 12
single,Sex,RAS,non-melanoma skin cancers,Female,1,183,0.012,0.011,0.001,0.029,RAS_12,12,Codon 12
single,Sex,RAS,non-melanoma skin cancers,Male,8,330,0.021,0.02,0.009,0.039,RAS_12,12,Codon 12
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Female,18,483,0.039,0.039,0.026,0.054,RAS_12,12,Codon 12
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Male,31,724,0.042,0.041,0.03,0.056,RAS_12,12,Codon 12
single,Sex,RAS,adrenocortical carcinoma,Female,0,80,0,0,0,0.004,RAS_12,12,Codon 12
single,Sex,RAS,adrenocortical carcinoma,Male,0,54,0,0,0,0.004,RAS_12,12,Codon 12
single,Sex,RAS,ovarian cancer,Female,205,2336,0.088,0.088,0.077,0.1,RAS_12,12,Codon 12
single,Sex,RAS,esophagogastric cancer,Female,24,504,0.043,0.042,0.03,0.062,RAS_12,12,Codon 12
single,Sex,RAS,esophagogastric cancer,Male,44,1297,0.036,0.036,0.027,0.046,RAS_12,12,Codon 12
single,Sex,RAS,thyroid cancer,Female,4,537,0.01,0.01,0.003,0.019,RAS_12,12,Codon 12
single,Sex,RAS,thyroid cancer,Male,9,480,0.016,0.015,0.008,0.029,RAS_12,12,Codon 12
single,Sex,RAS,cervical cancer,Female,28,365,0.077,0.076,0.052,0.106,RAS_12,12,Codon 12
single,Sex,RAS,hepatobiliary cancer,Female,56,636,0.089,0.089,0.071,0.108,RAS_12,12,Codon 12
single,Sex,RAS,hepatobiliary cancer,Male,67,739,0.09,0.09,0.073,0.109,RAS_12,12,Codon 12
single,Sex,RAS,kidney cancer,Female,2,420,0.007,0.007,0.002,0.014,RAS_12,12,Codon 12
single,Sex,RAS,kidney cancer,Male,9,1002,0.008,0.008,0.004,0.014,RAS_12,12,Codon 12
single,Sex,RAS,mature t and nk neoplasms,Female,1,107,0.007,0.005,0,0.028,RAS_12,12,Codon 12
single,Sex,RAS,mature t and nk neoplasms,Male,0,124,0.003,0.002,0,0.016,RAS_12,12,Codon 12
single,Sex,RAS,cns cancer,Female,14,1994,0.007,0.006,0.004,0.01,RAS_12,12,Codon 12
single,Sex,RAS,cns cancer,Male,14,2569,0.006,0.006,0.004,0.009,RAS_12,12,Codon 12
single,Sex,RAS,prostate cancer,Male,6,2436,0.003,0.002,0.001,0.005,RAS_12,12,Codon 12
single,Sex,RAS,anal cancer,Female,0,102,0.005,0.001,0,0.027,RAS_12,12,Codon 12
single,Sex,RAS,anal cancer,Male,2,47,0.035,0.027,0.004,0.106,RAS_12,12,Codon 12
single,Sex,RAS,neuroendocrine tumors,Female,11,166,0.069,0.068,0.041,0.103,RAS_12,12,Codon 12
single,Sex,RAS,neuroendocrine tumors,Male,14,193,0.071,0.07,0.044,0.106,RAS_12,12,Codon 12
single,Sex,RAS,bladder cancer,Female,22,393,0.055,0.054,0.039,0.074,RAS_12,12,Codon 12
single,Sex,RAS,bladder cancer,Male,62,1188,0.053,0.053,0.042,0.065,RAS_12,12,Codon 12
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Female,11,106,0.1,0.098,0.06,0.152,RAS_12,12,Codon 12
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Male,13,142,0.096,0.094,0.058,0.14,RAS_12,12,Codon 12
single,Sex,RAS,small bowel cancer,Female,25,78,0.32,0.318,0.241,0.406,RAS_12,12,Codon 12
single,Sex,RAS,small bowel cancer,Male,42,132,0.319,0.318,0.251,0.39,RAS_12,12,Codon 12
single,Sex,RAS,sex cord stromal tumor,Female,2,97,0.021,0.018,0.003,0.056,RAS_12,12,Codon 12
single,Sex,RAS,sex cord stromal tumor,Male,0,11,0.019,0.012,0,0.076,RAS_12,12,Codon 12
single,Sex,RAS,bone cancer,Female,4,242,0.013,0.011,0.004,0.031,RAS_12,12,Codon 12
single,Sex,RAS,bone cancer,Male,1,328,0.006,0.006,0.001,0.016,RAS_12,12,Codon 12
single,Sex,RAS,vaginal cancer,Female,4,78,0.053,0.05,0.016,0.112,RAS_12,12,Codon 12
single,Sex,RAS,thymic tumor,Female,0,70,0.006,0.003,0,0.025,RAS_12,12,Codon 12
single,Sex,RAS,thymic tumor,Male,1,86,0.01,0.007,0,0.035,RAS_12,12,Codon 12
single,Sex,RAS,ampullary cancer,Female,19,41,0.469,0.469,0.351,0.586,RAS_12,12,Codon 12
single,Sex,RAS,ampullary cancer,Male,31,65,0.474,0.474,0.369,0.581,RAS_12,12,Codon 12
single,Sex,RAS,small cell lung cancer,Female,7,193,0.033,0.031,0.016,0.058,RAS_12,12,Codon 12
single,Sex,RAS,small cell lung cancer,Male,5,205,0.029,0.028,0.012,0.05,RAS_12,12,Codon 12
single,Sex,RAS,mesothelioma,Female,0,145,0,0,0,0.001,RAS_12,12,Codon 12
single,Sex,RAS,mesothelioma,Male,0,352,0,0,0,0.001,RAS_12,12,Codon 12
single,Sex,RAS,germ cell tumor,Female,4,175,0.031,0.028,0.009,0.067,RAS_12,12,Codon 12
single,Sex,RAS,germ cell tumor,Male,54,711,0.074,0.074,0.056,0.095,RAS_12,12,Codon 12
single,Sex,RAS,nerve sheath tumor,Female,1,80,0.01,0.007,0,0.036,RAS_12,12,Codon 12
single,Sex,RAS,nerve sheath tumor,Male,0,74,0.006,0.003,0,0.024,RAS_12,12,Codon 12
single,Sex,RAS,penile cancer,Male,1,25,0.045,0.034,0.002,0.153,RAS_12,12,Codon 12
single,Sex,RAS,pheochromocytoma,Male,0,17,0.003,0,0,0.038,RAS_12,12,Codon 12
single,Sex,RAS,pineal tumor,Male,0,12,0.003,0,0,0.036,RAS_12,12,Codon 12
single,Sex,RAS,b cell lymphoma,Female,7,395,0.019,0.018,0.009,0.03,RAS_12,12,Codon 12
single,Sex,RAS,b cell lymphoma,Male,11,567,0.019,0.019,0.011,0.03,RAS_12,12,Codon 12
single,Sex,RAS,non-hodgkin lymphoma,Female,0,12,0.034,0.019,0,0.149,RAS_12,12,Codon 12
single,Sex,RAS,non-hodgkin lymphoma,Male,1,11,0.066,0.047,0.003,0.241,RAS_12,12,Codon 12
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Female,1,12,0.083,0.072,0.011,0.221,RAS_12,12,Codon 12
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Male,2,28,0.077,0.07,0.015,0.181,RAS_12,12,Codon 12
single,Sex,RAS,retinoblastoma,Female,0,23,0.001,0,0,0.015,RAS_12,12,Codon 12
single,Sex,RAS,retinoblastoma,Male,0,28,0.001,0,0,0.013,RAS_12,12,Codon 12
single,Sex,RAS,hodgkin lymphoma,Female,0,16,0.001,0,0,0.012,RAS_12,12,Codon 12
single,Sex,RAS,hodgkin lymphoma,Male,0,24,0.001,0,0,0.012,RAS_12,12,Codon 12
single,Sex,RAS,lung cancer,Male,2,16,0.131,0.116,0.02,0.323,RAS_12,12,Codon 12
single,Sex,RAS,blastic plasmacytoid dendritic cell neoplasm,Male,3,11,0.278,0.264,0.071,0.556,RAS_12,12,Codon 12
single,Sex,RAS,peritoneal cancer,Female,0,17,0.003,0,0,0.032,RAS_12,12,Codon 12
single,Sex,RAS,appendiceal cancer,Female,3,174,0.014,0.013,0.004,0.034,RAS_12C,12C,Codon G12C
single,Sex,RAS,appendiceal cancer,Male,1,167,0.011,0.009,0.001,0.026,RAS_12C,12C,Codon G12C
single,Sex,RAS,colorectal cancer,Female,41,3028,0.013,0.013,0.01,0.017,RAS_12C,12C,Codon G12C
single,Sex,RAS,colorectal cancer,Male,43,3696,0.012,0.012,0.009,0.015,RAS_12C,12C,Codon G12C
single,Sex,RAS,cancer of unknown primary,Female,15,1000,0.013,0.013,0.008,0.021,RAS_12C,12C,Codon G12C
single,Sex,RAS,cancer of unknown primary,Male,7,989,0.009,0.009,0.004,0.015,RAS_12C,12C,Codon G12C
single,Sex,RAS,non-small cell lung cancer,Female,287,5722,0.05,0.05,0.044,0.056,RAS_12C,12C,Codon G12C
single,Sex,RAS,non-small cell lung cancer,Male,154,4406,0.036,0.036,0.03,0.042,RAS_12C,12C,Codon G12C
single,Sex,RAS,breast cancer,Female,4,9284,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,breast cancer,Male,0,48,0.001,0,0,0.011,RAS_12C,12C,Codon G12C
single,Sex,RAS,soft tissue sarcoma,Female,1,1413,0.001,0.001,0,0.002,RAS_12C,12C,Codon G12C
single,Sex,RAS,soft tissue sarcoma,Male,1,1360,0.001,0.001,0,0.002,RAS_12C,12C,Codon G12C
single,Sex,RAS,pancreatic cancer,Female,4,1153,0.004,0.004,0.001,0.007,RAS_12C,12C,Codon G12C
single,Sex,RAS,pancreatic cancer,Male,5,1341,0.004,0.004,0.002,0.007,RAS_12C,12C,Codon G12C
single,Sex,RAS,leukemia,Female,2,637,0.003,0.003,0.001,0.008,RAS_12C,12C,Codon G12C
single,Sex,RAS,leukemia,Male,3,930,0.003,0.003,0.001,0.007,RAS_12C,12C,Codon G12C
single,Sex,RAS,melanoma,Female,5,1104,0.004,0.003,0.001,0.008,RAS_12C,12C,Codon G12C
single,Sex,RAS,melanoma,Male,2,1742,0.002,0.002,0,0.004,RAS_12C,12C,Codon G12C
single,Sex,RAS,head and neck cancer,Female,1,564,0.002,0.001,0,0.005,RAS_12C,12C,Codon G12C
single,Sex,RAS,head and neck cancer,Male,1,1179,0.001,0.001,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,uterine cancer,Female,7,2254,0.003,0.003,0.001,0.006,RAS_12C,12C,Codon G12C
single,Sex,RAS,non-melanoma skin cancers,Female,0,183,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,non-melanoma skin cancers,Male,0,330,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Female,0,483,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Male,0,724,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,adrenocortical carcinoma,Female,0,80,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,adrenocortical carcinoma,Male,0,54,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,ovarian cancer,Female,3,2336,0.001,0.001,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,esophagogastric cancer,Female,1,504,0.002,0.001,0,0.006,RAS_12C,12C,Codon G12C
single,Sex,RAS,esophagogastric cancer,Male,0,1297,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Sex,RAS,thyroid cancer,Female,0,537,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,thyroid cancer,Male,0,480,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,cervical cancer,Female,1,365,0.003,0.002,0,0.011,RAS_12C,12C,Codon G12C
single,Sex,RAS,hepatobiliary cancer,Female,2,636,0.003,0.002,0.001,0.007,RAS_12C,12C,Codon G12C
single,Sex,RAS,hepatobiliary cancer,Male,1,739,0.002,0.002,0,0.006,RAS_12C,12C,Codon G12C
single,Sex,RAS,kidney cancer,Female,0,420,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,kidney cancer,Male,0,1002,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,mature t and nk neoplasms,Female,0,107,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,mature t and nk neoplasms,Male,0,124,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,cns cancer,Female,1,1994,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Sex,RAS,cns cancer,Male,0,2569,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,prostate cancer,Male,0,2436,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,anal cancer,Female,0,102,0,0,0,0.004,RAS_12C,12C,Codon G12C
single,Sex,RAS,anal cancer,Male,0,47,0,0,0,0.005,RAS_12C,12C,Codon G12C
single,Sex,RAS,neuroendocrine tumors,Female,1,166,0.006,0.005,0.001,0.019,RAS_12C,12C,Codon G12C
single,Sex,RAS,neuroendocrine tumors,Male,1,193,0.006,0.005,0.001,0.018,RAS_12C,12C,Codon G12C
single,Sex,RAS,bladder cancer,Female,1,393,0.003,0.002,0,0.007,RAS_12C,12C,Codon G12C
single,Sex,RAS,bladder cancer,Male,3,1188,0.003,0.002,0.001,0.006,RAS_12C,12C,Codon G12C
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Female,0,106,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Male,0,142,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Sex,RAS,small bowel cancer,Female,2,78,0.019,0.016,0.003,0.053,RAS_12C,12C,Codon G12C
single,Sex,RAS,small bowel cancer,Male,1,132,0.013,0.011,0.001,0.034,RAS_12C,12C,Codon G12C
single,Sex,RAS,sex cord stromal tumor,Female,0,97,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,sex cord stromal tumor,Male,0,11,0.001,0,0,0.006,RAS_12C,12C,Codon G12C
single,Sex,RAS,bone cancer,Female,0,242,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,bone cancer,Male,0,328,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,vaginal cancer,Female,1,78,0.015,0.011,0.001,0.05,RAS_12C,12C,Codon G12C
