cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Age,RAS,head and neck cancer,>65,21,582,0.038,0.038,0.027,0.051,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,uterine cancer,<40,3,57,0.115,0.117,0.034,0.188,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,uterine cancer,40-50,35,162,0.199,0.195,0.15,0.264,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,uterine cancer,50-65,197,1046,0.185,0.185,0.163,0.21,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,uterine cancer,>65,149,988,0.153,0.153,0.131,0.176,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,non-melanoma skin cancers,<40,1,27,0.037,0.035,0.015,0.071,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,non-melanoma skin cancers,40-50,1,20,0.038,0.035,0.016,0.076,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,non-melanoma skin cancers,50-65,6,149,0.037,0.036,0.02,0.062,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,non-melanoma skin cancers,>65,10,317,0.035,0.034,0.02,0.053,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,<40,7,87,0.064,0.061,0.038,0.11,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,40-50,1,83,0.047,0.05,0.01,0.074,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,50-65,19,373,0.055,0.054,0.036,0.074,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,>65,44,664,0.062,0.062,0.047,0.081,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,adrenocortical carcinoma,<40,0,27,0.007,0.004,0,0.034,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,adrenocortical carcinoma,40-50,0,30,0.007,0.004,0,0.034,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,adrenocortical carcinoma,50-65,0,51,0.006,0.004,0,0.028,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,adrenocortical carcinoma,>65,1,26,0.018,0.01,0.001,0.091,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,ovarian cancer,<40,38,141,0.253,0.252,0.183,0.33,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,ovarian cancer,40-50,38,253,0.149,0.148,0.109,0.194,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,ovarian cancer,50-65,111,1092,0.103,0.102,0.085,0.121,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,ovarian cancer,>65,72,849,0.087,0.086,0.069,0.107,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,esophagogastric cancer,<40,5,122,0.054,0.054,0.033,0.074,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,esophagogastric cancer,40-50,11,200,0.056,0.056,0.039,0.076,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,esophagogastric cancer,50-65,38,752,0.054,0.054,0.041,0.068,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,esophagogastric cancer,>65,48,725,0.06,0.06,0.047,0.077,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thyroid cancer,<40,22,150,0.18,0.183,0.127,0.22,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thyroid cancer,40-50,22,122,0.19,0.191,0.144,0.233,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thyroid cancer,50-65,77,374,0.199,0.198,0.168,0.234,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thyroid cancer,>65,78,370,0.201,0.2,0.17,0.238,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cervical cancer,<40,4,85,0.079,0.08,0.032,0.123,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cervical cancer,40-50,8,99,0.089,0.088,0.05,0.132,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cervical cancer,50-65,18,144,0.106,0.103,0.068,0.159,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cervical cancer,>65,4,36,0.097,0.093,0.051,0.165,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,hepatobiliary cancer,<40,6,138,0.075,0.071,0.028,0.13,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,hepatobiliary cancer,40-50,16,110,0.134,0.131,0.087,0.196,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,hepatobiliary cancer,50-65,65,525,0.123,0.122,0.098,0.151,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,hepatobiliary cancer,>65,84,601,0.136,0.135,0.111,0.165,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,kidney cancer,<40,1,191,0.009,0.009,0.003,0.016,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,kidney cancer,40-50,2,159,0.01,0.009,0.004,0.019,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,kidney cancer,50-65,5,628,0.009,0.009,0.004,0.015,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,kidney cancer,>65,5,440,0.01,0.009,0.005,0.017,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mature t and nk neoplasms,<40,1,28,0.025,0.022,0.006,0.065,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mature t and nk neoplasms,40-50,1,21,0.026,0.022,0.006,0.076,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mature t and nk neoplasms,50-65,2,76,0.024,0.022,0.007,0.053,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mature t and nk neoplasms,>65,1,106,0.02,0.019,0.004,0.044,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cns cancer,<40,33,1602,0.018,0.018,0.013,0.026,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cns cancer,40-50,13,687,0.017,0.016,0.01,0.026,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cns cancer,50-65,13,1439,0.011,0.011,0.006,0.017,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,cns cancer,>65,8,836,0.012,0.012,0.006,0.018,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,prostate cancer,40-50,0,70,0.012,0.012,0,0.022,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,prostate cancer,50-65,14,960,0.014,0.013,0.009,0.02,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,prostate cancer,>65,18,1402,0.013,0.013,0.008,0.019,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,anal cancer,40-50,0,12,0.033,0.029,0.001,0.086,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,anal cancer,50-65,4,88,0.038,0.035,0.012,0.08,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,anal cancer,>65,1,45,0.032,0.029,0.005,0.075,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,neuroendocrine tumors,<40,4,22,0.138,0.124,0.058,0.291,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,neuroendocrine tumors,40-50,10,55,0.148,0.142,0.076,0.258,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,neuroendocrine tumors,50-65,15,161,0.095,0.094,0.058,0.139,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,neuroendocrine tumors,>65,5,121,0.063,0.061,0.023,0.113,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bladder cancer,<40,4,25,0.095,0.091,0.065,0.159,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bladder cancer,40-50,7,78,0.09,0.089,0.063,0.126,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bladder cancer,50-65,47,511,0.09,0.089,0.072,0.111,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bladder cancer,>65,80,962,0.086,0.086,0.071,0.102,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b-lymphoblastic leukemia/lymphoma,<40,34,142,0.229,0.228,0.162,0.303,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b-lymphoblastic leukemia/lymphoma,40-50,1,16,0.081,0.07,0.009,0.211,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b-lymphoblastic leukemia/lymphoma,50-65,2,48,0.057,0.051,0.011,0.133,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b-lymphoblastic leukemia/lymphoma,>65,2,42,0.062,0.056,0.012,0.143,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,small bowel cancer,40-50,13,29,0.434,0.432,0.327,0.557,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,small bowel cancer,50-65,45,96,0.445,0.444,0.366,0.535,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,small bowel cancer,>65,29,78,0.408,0.41,0.311,0.495,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,sex cord stromal tumor,<40,2,29,0.039,0.031,0.007,0.122,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,sex cord stromal tumor,40-50,0,15,0.025,0.021,0,0.074,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,sex cord stromal tumor,50-65,1,37,0.028,0.024,0.003,0.076,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,sex cord stromal tumor,>65,0,27,0.023,0.02,0,0.068,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bone cancer,<40,2,342,0.01,0.009,0.003,0.02,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bone cancer,40-50,1,61,0.013,0.011,0.003,0.033,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bone cancer,50-65,1,96,0.012,0.01,0.003,0.027,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,bone cancer,>65,2,67,0.015,0.012,0.004,0.045,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,vaginal cancer,50-65,3,34,0.083,0.077,0.025,0.172,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,vaginal cancer,>65,2,30,0.077,0.072,0.02,0.165,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thymic tumor,<40,0,14,0.034,0.03,0.001,0.093,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thymic tumor,40-50,1,28,0.039,0.035,0.006,0.099,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thymic tumor,50-65,1,72,0.029,0.027,0.003,0.068,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,thymic tumor,>65,4,40,0.062,0.053,0.018,0.158,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,ampullary cancer,40-50,3,12,0.43,0.452,0.13,0.65,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,ampullary cancer,50-65,26,40,0.613,0.611,0.481,0.754,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,ampullary cancer,>65,30,50,0.585,0.586,0.463,0.706,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,small cell lung cancer,40-50,0,22,0.034,0.034,0.001,0.069,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,small cell lung cancer,50-65,5,144,0.037,0.036,0.017,0.063,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,small cell lung cancer,>65,10,224,0.04,0.039,0.022,0.066,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mesothelioma,<40,0,30,0.003,0.001,0,0.013,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mesothelioma,40-50,0,29,0.003,0.001,0,0.013,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mesothelioma,50-65,0,122,0.002,0.001,0,0.009,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,mesothelioma,>65,1,316,0.003,0.002,0,0.009,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,germ cell tumor,<40,40,650,0.064,0.063,0.046,0.084,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,germ cell tumor,40-50,27,131,0.19,0.189,0.126,0.264,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,germ cell tumor,50-65,7,92,0.082,0.08,0.039,0.139,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,germ cell tumor,>65,1,12,0.1,0.09,0.019,0.242,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,nerve sheath tumor,<40,0,77,0.015,0.013,0,0.044,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,nerve sheath tumor,40-50,1,27,0.026,0.02,0.003,0.085,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,nerve sheath tumor,50-65,1,37,0.023,0.019,0.003,0.068,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,nerve sheath tumor,>65,1,13,0.033,0.023,0.004,0.138,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,penile cancer,50-65,0,11,0.039,0.022,0,0.166,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,penile cancer,>65,1,11,0.068,0.048,0.003,0.244,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,pineal tumor,<40,0,14,0.003,0,0,0.037,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b cell lymphoma,<40,0,87,0.035,0.038,0.001,0.07,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b cell lymphoma,40-50,7,105,0.06,0.058,0.032,0.104,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b cell lymphoma,50-65,23,357,0.061,0.06,0.041,0.085,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,b cell lymphoma,>65,25,413,0.058,0.058,0.041,0.08,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,non-hodgkin lymphoma,>65,2,14,0.148,0.131,0.022,0.366,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,t-lymphoblastic leukemia/lymphoma,<40,3,27,0.115,0.106,0.027,0.253,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,retinoblastoma,<40,0,51,0.001,0,0,0.01,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,hodgkin lymphoma,<40,0,23,0.002,0,0,0.024,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,lung cancer,>65,3,18,0.173,0.161,0.04,0.376,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,peritoneal cancer,>65,0,11,0.004,0,0,0.049,RAS_12-61,12-61,"Codon 12, 13, or 61"
single,Age,RAS,appendiceal cancer,<40,19,28,0.522,0.498,0.392,0.735,RAS_12,12,Codon 12
single,Age,RAS,appendiceal cancer,40-50,25,62,0.427,0.429,0.328,0.519,RAS_12,12,Codon 12
single,Age,RAS,appendiceal cancer,50-65,66,161,0.423,0.424,0.354,0.49,RAS_12,12,Codon 12
single,Age,RAS,appendiceal cancer,>65,38,90,0.433,0.433,0.349,0.514,RAS_12,12,Codon 12
single,Age,RAS,colorectal cancer,<40,163,565,0.304,0.305,0.274,0.328,RAS_12,12,Codon 12
single,Age,RAS,colorectal cancer,40-50,405,1280,0.314,0.314,0.294,0.335,RAS_12,12,Codon 12
single,Age,RAS,colorectal cancer,50-65,900,2815,0.317,0.317,0.302,0.333,RAS_12,12,Codon 12
single,Age,RAS,colorectal cancer,>65,632,2055,0.309,0.309,0.292,0.326,RAS_12,12,Codon 12
single,Age,RAS,cancer of unknown primary,<40,6,167,0.049,0.047,0.02,0.091,RAS_12,12,Codon 12
single,Age,RAS,cancer of unknown primary,40-50,27,211,0.128,0.127,0.088,0.174,RAS_12,12,Codon 12
single,Age,RAS,cancer of unknown primary,50-65,138,810,0.169,0.169,0.144,0.196,RAS_12,12,Codon 12
single,Age,RAS,cancer of unknown primary,>65,153,797,0.19,0.19,0.164,0.219,RAS_12,12,Codon 12
single,Age,RAS,non-small cell lung cancer,<40,10,161,0.074,0.073,0.038,0.121,RAS_12,12,Codon 12
single,Age,RAS,non-small cell lung cancer,40-50,87,585,0.149,0.149,0.122,0.179,RAS_12,12,Codon 12
single,Age,RAS,non-small cell lung cancer,50-65,910,3677,0.247,0.247,0.233,0.261,RAS_12,12,Codon 12
single,Age,RAS,non-small cell lung cancer,>65,1545,5698,0.271,0.271,0.259,0.282,RAS_12,12,Codon 12
single,Age,RAS,non-small cell lung cancer,NA,1,10,0.145,0.135,0.029,0.321,RAS_12,12,Codon 12
single,Age,RAS,breast cancer,<40,4,841,0.006,0.006,0.002,0.011,RAS_12,12,Codon 12
single,Age,RAS,breast cancer,40-50,6,1910,0.005,0.005,0.002,0.009,RAS_12,12,Codon 12
single,Age,RAS,breast cancer,50-65,37,3989,0.009,0.009,0.006,0.012,RAS_12,12,Codon 12
single,Age,RAS,breast cancer,>65,27,2583,0.01,0.009,0.007,0.014,RAS_12,12,Codon 12
single,Age,RAS,breast cancer,NA,1,10,0.017,0.009,0.003,0.086,RAS_12,12,Codon 12
single,Age,RAS,soft tissue sarcoma,<40,11,672,0.013,0.012,0.007,0.023,RAS_12,12,Codon 12
single,Age,RAS,soft tissue sarcoma,40-50,1,367,0.008,0.008,0.001,0.015,RAS_12,12,Codon 12
single,Age,RAS,soft tissue sarcoma,50-65,6,951,0.008,0.008,0.003,0.014,RAS_12,12,Codon 12
single,Age,RAS,soft tissue sarcoma,>65,11,777,0.012,0.012,0.007,0.02,RAS_12,12,Codon 12
single,Age,RAS,pancreatic cancer,<40,22,87,0.27,0.269,0.181,0.369,RAS_12,12,Codon 12
single,Age,RAS,pancreatic cancer,40-50,105,200,0.526,0.526,0.457,0.594,RAS_12,12,Codon 12
single,Age,RAS,pancreatic cancer,50-65,669,1000,0.668,0.669,0.639,0.697,RAS_12,12,Codon 12
single,Age,RAS,pancreatic cancer,>65,883,1205,0.732,0.732,0.707,0.757,RAS_12,12,Codon 12
single,Age,RAS,leukemia,<40,18,204,0.09,0.09,0.069,0.112,RAS_12,12,Codon 12
single,Age,RAS,leukemia,40-50,13,128,0.092,0.091,0.07,0.12,RAS_12,12,Codon 12
single,Age,RAS,leukemia,50-65,44,515,0.089,0.089,0.071,0.107,RAS_12,12,Codon 12
single,Age,RAS,leukemia,>65,66,720,0.091,0.09,0.075,0.108,RAS_12,12,Codon 12
single,Age,RAS,melanoma,<40,0,289,0.005,0.003,0,0.018,RAS_12,12,Codon 12
single,Age,RAS,melanoma,40-50,6,282,0.021,0.02,0.008,0.04,RAS_12,12,Codon 12
single,Age,RAS,melanoma,50-65,22,1016,0.022,0.021,0.014,0.031,RAS_12,12,Codon 12
single,Age,RAS,melanoma,>65,51,1259,0.04,0.039,0.029,0.051,RAS_12,12,Codon 12
single,Age,RAS,head and neck cancer,<40,2,140,0.016,0.015,0.008,0.025,RAS_12,12,Codon 12
single,Age,RAS,head and neck cancer,40-50,3,216,0.015,0.015,0.008,0.025,RAS_12,12,Codon 12
single,Age,RAS,head and neck cancer,50-65,13,799,0.016,0.015,0.01,0.023,RAS_12,12,Codon 12
single,Age,RAS,head and neck cancer,>65,9,582,0.016,0.015,0.009,0.023,RAS_12,12,Codon 12
single,Age,RAS,uterine cancer,<40,1,57,0.062,0.056,0.007,0.138,RAS_12,12,Codon 12
single,Age,RAS,uterine cancer,40-50,29,162,0.168,0.165,0.118,0.23,RAS_12,12,Codon 12
single,Age,RAS,uterine cancer,50-65,158,1046,0.149,0.149,0.128,0.172,RAS_12,12,Codon 12
single,Age,RAS,uterine cancer,>65,111,988,0.113,0.113,0.094,0.134,RAS_12,12,Codon 12
single,Age,RAS,non-melanoma skin cancers,<40,1,27,0.021,0.018,0.007,0.058,RAS_12,12,Codon 12
single,Age,RAS,non-melanoma skin cancers,40-50,1,20,0.022,0.018,0.007,0.067,RAS_12,12,Codon 12
single,Age,RAS,non-melanoma skin cancers,50-65,2,149,0.018,0.017,0.006,0.034,RAS_12,12,Codon 12
single,Age,RAS,non-melanoma skin cancers,>65,5,317,0.018,0.017,0.008,0.032,RAS_12,12,Codon 12
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,<40,3,87,0.037,0.037,0.014,0.063,RAS_12,12,Codon 12
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,40-50,0,83,0.029,0.031,0.001,0.052,RAS_12,12,Codon 12
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,50-65,14,373,0.038,0.038,0.023,0.055,RAS_12,12,Codon 12
single,Age,RAS,myelodysplastic/myeloproliferative syndromes,>65,32,664,0.044,0.043,0.031,0.061,RAS_12,12,Codon 12
single,Age,RAS,adrenocortical carcinoma,<40,0,27,0.001,0,0,0.006,RAS_12,12,Codon 12
single,Age,RAS,adrenocortical carcinoma,40-50,0,30,0,0,0,0.005,RAS_12,12,Codon 12
single,Age,RAS,adrenocortical carcinoma,50-65,0,51,0,0,0,0.005,RAS_12,12,Codon 12
