cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
multi,Rearrangement,none,RAS_12-61,EGFR,cns cancer,67,196,"beta[1,4]",-4.464,0.079,2.945,-11.839,-9.886,-5.732,-3.864,-2.577,-1.123,-0.714,1399.656,1,NA,-1.516,0.89,4309,67,196,0,4572,2.078,0.83,0.39,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,EGFR,non-small cell lung cancer,3008,15,"beta[2,4]",-2.382,0.033,1.272,-5.257,-4.799,-3.098,-2.186,-1.497,-0.625,-0.395,1506.138,0.999,NA,-1.873,1.21,7106,3007,14,1,10128,2.792,1.02,0.45,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,NF1,breast cancer,81,25,"beta[1,4]",-4.373,0.423,3.648,-13.228,-12.738,-6.384,-3.967,-1.517,0.468,0.862,74.508,1.015,NA,-1.199,0.64,8197,81,25,0,8303,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,NF1,cns cancer,56,14,"beta[2,4]",-4.359,0.412,3.637,-13.144,-12.733,-6.279,-3.993,-1.446,0.464,0.977,77.951,1.013,NA,-1.198,0.64,3803,56,14,0,3873,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,FGFR2,breast cancer,82,13,"beta[1,4]",-5.681,0.092,3.731,-13.478,-12.274,-8.025,-5.516,-2.823,-0.264,0.485,1638.063,1,NA,-1.523,0.89,6818,82,13,0,6913,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,FGFR2,hepatobiliary cancer,171,59,"beta[2,4]",-6.522,0.092,3.357,-14.816,-13.104,-8.174,-5.947,-4.043,-2.368,-1.974,1341.669,1,NA,-1.943,1.28,1148,171,59,0,1378,7.581,2.23,1.45,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,ARID1A,breast cancer,74,12,"beta[1,4]",-4.039,0.165,5.582,-14.749,-12.043,-6.186,-3.096,-0.588,1.735,2.231,1147.177,1,NA,-0.724,0.33,8050,74,12,0,8136,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,ERG,prostate cancer,30,402,"beta[1,4]",-1.447,0.021,0.791,-3.209,-2.859,-1.926,-1.382,-0.905,-0.274,-0.11,1365.756,0.999,NA,-1.828,1.17,1656,28,400,2,2086,2.341,0.9,0.41,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12-61,ROS1,non-small cell lung cancer,2268,64,"beta[1,4]",-3.653,0.036,1.136,-6.256,-5.805,-4.281,-3.502,-2.865,-2.059,-1.873,1018.549,1.008,NA,-3.215,2.88,5405,2267,63,1,7736,22.658,5.71,4.71,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,RB1,breast cancer,96,16,"beta[1,4]",-3.72,0.117,3.7,-13.685,-10.31,-4.474,-3.197,-1.887,0.719,1.239,993.569,1.007,NA,-1.005,0.5,9200,96,16,0,9312,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,BRAF,cns cancer,67,61,"beta[1,4]",-5.82,0.087,3.211,-13.01,-11.802,-7.834,-5.377,-3.404,-1.339,-0.887,1350.668,0.999,NA,-1.813,1.16,4437,67,61,0,4565,0.18,0.17,0,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,BRAF,melanoma,721,26,"beta[2,4]",-6.114,0.077,2.932,-13.058,-11.708,-7.782,-5.584,-3.858,-2.336,-1.965,1445.847,0.999,NA,-2.085,1.43,2099,721,26,0,2846,7.603,2.23,1.45,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,BRAF,prostate cancer,32,17,"beta[3,4]",-5.728,0.086,3.281,-13.047,-11.769,-7.782,-5.415,-3.3,-1.017,-0.281,1468.25,0.999,NA,-1.746,1.09,2392,32,17,0,2441,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,ETV6,breast cancer,59,24,"beta[1,4]",-4.557,0.09,3.516,-12.88,-11.255,-6.62,-4.015,-1.916,0.154,0.667,1539.05,0.999,NA,-1.296,0.71,5568,59,24,0,5651,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12-61,ETV6,head and neck cancer,61,15,"beta[2,4]",-4.684,0.092,3.429,-12.299,-11.157,-6.699,-4.165,-2.073,-0.096,0.307,1380.971,0.999,NA,-1.366,0.76,1232,61,15,0,1308,0.06,0.09,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12-61,CDK12,breast cancer,47,15,"beta[1,4]",-4.253,0.139,4.784,-15.22,-12.199,-6.553,-3.452,-0.932,1.453,1.824,1177.178,1,NA,-0.889,0.43,4576,47,15,0,4638,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12-61,SMARCA4,non-small cell lung cancer,1997,14,"beta[1,4]",-1.139,0.022,0.851,-3.031,-2.672,-1.639,-1.062,-0.555,0.118,0.302,1505.934,1,NA,-1.338,0.74,4760,1995,12,2,6769,0.915,0.47,0.11,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12-61,ALK,non-small cell lung cancer,2975,119,"beta[1,4]",-8.016,0.112,4.113,-17.985,-15.186,-9.501,-7.137,-5.412,-3.774,-3.455,1339.173,0.999,NA,-1.949,1.29,6908,2975,119,0,10002,49.557,11.72,10.24,TRUE,3.53,4.02
multi,Rearrangement,none,RAS_12-61,CDKN2A,non-small cell lung cancer,2737,26,"beta[1,4]",0.512,0.02,0.41,-0.288,-0.149,0.219,0.514,0.787,1.19,1.29,411.063,1.008,NA,1.249,0.67,6498,2726,15,11,9250,1.458,0.64,0.25,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,APC,colorectal cancer,2634,22,"beta[1,4]",0.027,0.012,0.441,-0.858,-0.701,-0.265,0.033,0.338,0.729,0.888,1324.737,0.999,NA,0.061,0.02,4008,2625,13,9,6655,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,KMT2C,breast cancer,49,15,"beta[1,4]",-3.584,0.306,4.392,-13.393,-11.312,-6.093,-2.617,-1.029,1.696,2.085,205.751,1.027,NA,-0.816,0.38,6451,49,15,0,6515,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12-61,FGFR3,bladder cancer,76,17,"beta[1,4]",-5.804,0.088,3.399,-12.98,-12,-7.864,-5.432,-3.31,-1.043,-0.408,1491.94,0.999,NA,-1.708,1.06,1487,76,17,0,1580,0.131,0.14,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,FGFR3,cns cancer,37,32,"beta[2,4]",-5.711,0.094,3.536,-13.465,-12.15,-7.777,-5.256,-3.187,-0.585,-0.028,1422.624,0.998,NA,-1.615,0.97,4496,37,32,0,4565,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,FGFR3,non-small cell lung cancer,2886,12,"beta[3,4]",-6.133,0.087,3.214,-13.545,-12.379,-8.028,-5.545,-3.701,-1.966,-1.534,1361.897,0.998,NA,-1.908,1.25,7104,2886,12,0,10002,3.567,1.23,0.45,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,TP53,bone cancer,6,21,"beta[1,4]",-1.982,0.066,2.449,-7.834,-6.34,-3.232,-1.582,-0.313,1.288,1.642,1388.597,0.999,NA,-0.809,0.38,544,6,21,0,571,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,TP53,non-small cell lung cancer,2772,13,"beta[2,4]",-0.13,0.017,0.624,-1.444,-1.198,-0.516,-0.095,0.289,0.867,1.031,1375.854,1,NA,-0.209,0.08,6873,2768,9,4,9654,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,TP53,prostate cancer,12,21,"beta[3,4]",-1.831,0.065,2.58,-7.485,-6.281,-3.223,-1.484,-0.042,1.786,2.178,1583.314,0.999,NA,-0.71,0.32,2406,12,21,0,2439,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,RET,non-small cell lung cancer,2917,60,"beta[1,4]",-6.955,0.083,3.1,-14.564,-12.789,-8.558,-6.338,-4.701,-3.19,-2.895,1407.429,1.001,NA,-2.243,1.6,7154,2917,60,0,10131,23.013,5.79,4.62,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,RET,thyroid cancer,27,19,"beta[2,4]",-6.235,0.093,3.537,-14.287,-12.792,-8.258,-5.741,-3.719,-1.156,-0.664,1461.823,0.999,NA,-1.763,1.11,969,27,19,0,1015,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,TMPRSS2,prostate cancer,11,484,"beta[1,4]",-1.454,0.04,1.161,-4.185,-3.552,-2.123,-1.271,-0.698,0.111,0.355,834.83,1.002,NA,-1.252,0.68,1587,10,483,1,2081,0.574,0.35,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12-61,EGFR,cns cancer,37,196,"beta[1,4]",-4.315,0.076,3.055,-12.139,-9.839,-5.64,-3.79,-2.294,-0.627,-0.256,1633.002,1.001,NA,-1.413,0.8,4339,37,196,0,4572,0.783,0.42,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,EGFR,non-small cell lung cancer,2917,15,"beta[2,4]",-2.384,0.032,1.27,-5.394,-4.668,-3.092,-2.171,-1.489,-0.703,-0.475,1559.677,1,NA,-1.878,1.22,7197,2916,14,1,10128,2.59,0.97,0.27,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,NF1,breast cancer,65,25,"beta[1,4]",-4.163,0.361,3.199,-10.683,-9.307,-6.317,-4.182,-1.56,0.767,1.248,78.514,1.046,NA,-1.301,0.71,8213,65,25,0,8303,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,NF1,cns cancer,32,14,"beta[2,4]",-4.15,0.359,3.2,-10.637,-9.367,-6.256,-4.267,-1.576,0.859,1.365,79.508,1.049,NA,-1.297,0.71,3827,32,14,0,3873,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,FGFR2,breast cancer,61,13,"beta[1,4]",-5.441,0.105,3.903,-14.265,-12.277,-7.771,-5.079,-2.661,0.171,0.871,1378.372,1.001,NA,-1.394,0.79,6839,61,13,0,6913,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,FGFR2,hepatobiliary cancer,141,59,"beta[2,4]",-6.301,0.095,3.362,-14.404,-12.391,-8.173,-5.644,-3.794,-2.144,-1.716,1265.921,1.003,NA,-1.874,1.22,1178,141,59,0,1378,5.91,1.82,0.95,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,ARID1A,breast cancer,59,12,"beta[1,4]",-3.754,0.151,4.741,-14.71,-11.665,-6.053,-2.717,-0.571,1.841,2.329,984.687,0.999,NA,-0.792,0.37,8065,59,12,0,8136,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,ERG,prostate cancer,11,402,"beta[1,4]",-1.276,0.035,1.207,-4.149,-3.487,-1.914,-1.099,-0.428,0.376,0.584,1207.683,1,NA,-1.057,0.54,1674,10,401,1,2086,0.226,0.2,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12-61,ROS1,non-small cell lung cancer,2197,64,"beta[1,4]",-3.697,0.048,1.129,-6.276,-5.702,-4.403,-3.579,-2.863,-2.098,-1.904,542.108,1.007,NA,-3.275,2.98,5476,2196,63,1,7736,21.546,5.46,4.46,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,RB1,breast cancer,71,16,"beta[1,4]",-4.124,0.175,5.26,-14.76,-12.307,-6.306,-3.417,-0.755,1.614,2.166,898.718,1.003,NA,-0.784,0.36,9225,71,16,0,9312,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,BRAF,cns cancer,37,61,"beta[1,4]",-3.854,0.28,2.921,-10.715,-9.277,-5.586,-3.41,-1.422,-0.218,0.228,109.035,1.035,NA,-1.319,0.73,4467,37,61,0,4565,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,BRAF,melanoma,37,26,"beta[2,4]",-3.822,0.267,2.938,-10.598,-9.295,-5.601,-3.336,-1.342,-0.145,0.382,121.094,1.033,NA,-1.301,0.71,2783,37,26,0,2846,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,BRAF,prostate cancer,12,17,"beta[3,4]",-3.807,0.265,2.988,-10.908,-9.134,-5.61,-3.357,-1.353,-0.067,0.487,127.453,1.032,NA,-1.274,0.69,2412,12,17,0,2441,0,0,0,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,ETV6,breast cancer,48,24,"beta[1,4]",-3.878,0.111,3.341,-11.451,-10.074,-6.105,-3.429,-1.338,0.661,1.115,911.652,1.006,NA,-1.161,0.61,5579,48,24,0,5651,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12-61,ETV6,head and neck cancer,10,15,"beta[2,4]",-3.803,0.101,3.332,-11.35,-9.909,-5.98,-3.376,-1.332,0.792,1.359,1098.073,1.006,NA,-1.141,0.6,1283,10,15,0,1308,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12-61,CDK12,breast cancer,40,15,"beta[1,4]",-4.088,0.137,4.871,-14.247,-12.331,-6.37,-3.361,-0.655,1.531,2.01,1258.373,1.004,NA,-0.839,0.4,4583,40,15,0,4638,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12-61,SMARCA4,non-small cell lung cancer,1938,14,"beta[1,4]",-1.096,0.032,0.82,-2.88,-2.492,-1.609,-1.023,-0.546,0.173,0.335,657.9,1.004,NA,-1.336,0.74,4819,1936,12,2,6769,0.797,0.43,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12-61,ALK,non-small cell lung cancer,2886,119,"beta[1,4]",-7.838,0.123,3.854,-16.204,-13.887,-9.352,-7.065,-5.38,-3.688,-3.427,977.957,1.001,NA,-2.034,1.38,6997,2886,119,0,10002,47.431,11.24,9.77,TRUE,3.53,4.02
multi,Rearrangement,none,KRAS_12-61,CDKN2A,non-small cell lung cancer,2657,26,"beta[1,4]",0.566,0.011,0.394,-0.221,-0.053,0.292,0.57,0.817,1.208,1.341,1316.491,1.001,NA,1.439,0.82,6578,2646,15,11,9250,1.732,0.73,0.09,TRUE,3.53,4.02
multi,Rearrangement,none,HRAS_12-61,KMT2C,breast cancer,8,15,"beta[1,4]",-3.132,0.156,5.581,-16.702,-12.404,-5.26,-2.119,0.486,3.383,3.923,1282.029,1.001,NA,-0.561,0.24,6492,8,15,0,6515,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,HRAS_12-61,FGFR3,bladder cancer,57,17,"beta[1,4]",-4.549,0.088,3.408,-12.893,-11.063,-6.492,-3.986,-2.019,0.028,0.463,1511.291,1,NA,-1.335,0.74,1506,57,17,0,1580,0.022,0.05,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,FGFR3,non-small cell lung cancer,17,12,"beta[3,4]",-4.191,0.098,3.716,-12.207,-10.98,-6.494,-3.884,-1.504,1.427,2.046,1439.857,1,NA,-1.128,0.59,9973,17,12,0,10002,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,TP53,non-small cell lung cancer,16,13,"beta[2,4]",-3.563,0.099,3.78,-12.386,-10.52,-5.894,-3.102,-0.783,1.795,2.461,1452.012,1,NA,-0.943,0.46,9625,16,13,0,9654,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,TP53,prostate cancer,16,21,"beta[3,4]",-3.786,0.096,3.675,-12.048,-10.685,-5.848,-3.29,-1.07,1.21,1.748,1456.851,1.001,NA,-1.03,0.52,2402,16,21,0,2439,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,RET,non-small cell lung cancer,18,60,"beta[1,4]",-4.56,0.108,4.083,-13.973,-11.59,-6.675,-3.961,-1.661,0.879,1.508,1425.969,1.002,NA,-1.117,0.58,10053,18,60,0,10131,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,RET,thyroid cancer,45,19,"beta[2,4]",-5.024,0.112,3.848,-13.945,-11.813,-7.065,-4.232,-2.341,-0.205,0.114,1187.677,0.999,NA,-1.305,0.72,951,45,19,0,1015,0.148,0.15,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,TMPRSS2,prostate cancer,15,484,"beta[1,4]",-1.893,0.038,1.253,-5.041,-4.265,-2.53,-1.714,-1.053,-0.189,-0.001,1103.073,1.005,NA,-1.51,0.88,1583,14,483,1,2081,1.488,0.65,0,FALSE,2.86,2.99
multi,Rearrangement,none,HRAS_12-61,EGFR,non-small cell lung cancer,18,15,"beta[2,4]",-3.683,0.1,4.064,-12.733,-10.904,-6.199,-3.169,-0.612,1.943,2.552,1658.17,1.001,NA,-0.906,0.44,10095,18,15,0,10128,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,NF1,breast cancer,15,25,"beta[1,4]",-3.192,0.231,3.688,-10.673,-9.93,-5.668,-2.75,-0.308,1.945,2.463,253.929,1.011,NA,-0.865,0.41,8262,15,25,0,8302,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,FGFR2,breast cancer,20,13,"beta[1,4]",-3.301,0.111,4.138,-12.955,-11.003,-5.638,-2.694,-0.235,2.277,2.973,1391.976,1,NA,-0.798,0.37,6880,20,13,0,6913,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,ARID1A,breast cancer,14,12,"beta[1,4]",-3.555,0.225,5.938,-15.697,-11.966,-6.294,-2.789,0.251,3.273,3.642,698.734,1.004,NA,-0.599,0.26,8109,14,12,0,8135,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,ERG,prostate cancer,15,402,"beta[1,4]",-5.789,0.149,3.998,-15.086,-12.284,-7.731,-4.975,-3.058,-1.161,-0.821,715.295,1.002,NA,-1.448,0.83,1669,15,402,0,2086,2.467,0.93,0,FALSE,2.86,2.99
multi,Rearrangement,none,HRAS_12-61,ROS1,non-small cell lung cancer,14,64,"beta[1,4]",-4.243,0.144,4.863,-15.038,-11.728,-6.042,-3.773,-1.084,1.499,2.035,1139.613,1.002,NA,-0.873,0.42,7658,14,64,0,7736,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,RB1,breast cancer,23,16,"beta[1,4]",-3.63,0.22,5.662,-15.3,-13.217,-5.952,-2.494,0.006,2.541,3.022,664.401,1.012,NA,-0.641,0.28,9272,23,16,0,9311,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,BRAF,melanoma,37,26,"beta[2,4]",-4.263,0.091,3.409,-12.263,-10.603,-6.28,-3.747,-1.663,0.195,0.623,1388.585,1,NA,-1.251,0.68,2783,37,26,0,2846,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,BRAF,prostate cancer,16,17,"beta[3,4]",-4.167,0.091,3.422,-11.815,-10.732,-6.14,-3.689,-1.651,0.339,1.054,1403.407,1.001,NA,-1.218,0.65,2408,16,17,0,2441,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,ETV6,breast cancer,11,24,"beta[1,4]",-4.139,0.099,3.802,-12.438,-11.015,-6.348,-3.759,-1.331,1.342,1.798,1469.832,1.001,NA,-1.089,0.56,5616,11,24,0,5651,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,HRAS_12-61,ETV6,head and neck cancer,42,15,"beta[2,4]",-4.443,0.1,3.741,-13.174,-11.355,-6.541,-3.792,-1.737,0.275,0.699,1400.205,0.999,NA,-1.188,0.63,1251,42,15,0,1308,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,HRAS_12-61,CDK12,breast cancer,7,15,"beta[1,4]",-3.391,0.15,4.952,-15.259,-12.007,-5.749,-2.737,0.14,2.968,3.571,1093.253,1,NA,-0.685,0.31,4616,7,15,0,4638,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,HRAS_12-61,SMARCA4,non-small cell lung cancer,11,14,"beta[1,4]",-3.534,0.438,9.437,-15.984,-11.939,-5.734,-2.288,0.543,3.076,3.665,463.926,1.001,NA,-0.374,0.15,6744,11,14,0,6769,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,HRAS_12-61,ALK,non-small cell lung cancer,17,119,"beta[1,4]",-4.369,0.148,5.173,-16.106,-12.99,-6.487,-3.19,-0.986,1.067,1.584,1227.031,0.998,NA,-0.845,0.4,9866,17,119,0,10002,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,HRAS_12-61,CDKN2A,non-small cell lung cancer,15,26,"beta[1,4]",-3.384,0.143,4.956,-14.735,-11.799,-5.931,-2.708,0.163,2.792,3.325,1208.086,1,NA,-0.683,0.31,9209,15,26,0,9250,0,0,0,TRUE,3.46,3.71
multi,Rearrangement,none,NRAS_12-61,APC,colorectal cancer,264,22,"beta[1,4]",-0.336,0.035,1.255,-3.369,-2.655,-1.019,-0.155,0.517,1.39,1.553,1258.618,1.002,NA,-0.268,0.1,6366,263,21,1,6651,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,FGFR3,bladder cancer,10,17,"beta[1,4]",-3.885,0.102,3.442,-11.913,-10.305,-6.013,-3.268,-1.286,0.725,1.41,1138.475,0.999,NA,-1.129,0.59,1553,10,17,0,1580,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,FGFR3,cns cancer,26,32,"beta[2,4]",-3.88,0.102,3.307,-11.754,-9.949,-5.92,-3.314,-1.341,0.53,1.048,1041.893,1,NA,-1.173,0.62,4507,26,32,0,4565,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,FGFR3,non-small cell lung cancer,79,12,"beta[3,4]",-3.77,0.105,3.422,-11.994,-10.155,-5.772,-3.229,-1.237,0.874,1.548,1067.804,1,NA,-1.102,0.57,9911,79,12,0,10002,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,TP53,non-small cell lung cancer,77,13,"beta[2,4]",1.356,0.038,1.361,-1.842,-1.077,0.651,1.511,2.344,3.18,3.417,1295.924,1,NA,0.996,0.5,9565,76,12,1,9654,1.529,0.67,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,RET,non-small cell lung cancer,80,60,"beta[1,4]",-5.248,0.088,3.472,-13.077,-11.341,-7.418,-4.906,-2.582,-0.378,0.039,1551.176,1.001,NA,-1.511,0.88,9991,80,60,0,10131,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,RET,thyroid cancer,126,19,"beta[2,4]",-5.58,0.087,3.284,-13.505,-11.763,-7.385,-5.008,-3.18,-1.413,-0.98,1435.793,1,NA,-1.699,1.05,870,126,19,0,1015,1.704,0.72,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,EGFR,cns cancer,26,196,"beta[1,4]",-5.29,0.097,3.636,-13.695,-12.065,-7.358,-4.675,-2.552,-0.687,-0.22,1403.042,1.002,NA,-1.455,0.84,4350,26,196,0,4572,0.356,0.26,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,EGFR,non-small cell lung cancer,80,15,"beta[2,4]",-4.934,0.1,3.764,-13.502,-11.696,-7.274,-4.494,-2.141,0.36,1.027,1421.748,1,NA,-1.311,0.72,10033,80,15,0,10128,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,NF1,cns cancer,20,14,"beta[2,4]",-3.473,0.103,4.119,-12.984,-11.023,-5.907,-2.921,-0.338,1.954,2.582,1599.435,1,NA,-0.843,0.4,3839,20,14,0,3873,0,0,0,TRUE,3.38,3.71
