cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
single,Any mutation (gene_pathways),TMB,KRAS_12C,RAS_RAF_MAPK_extended,non-small cell lung cancer,187,700,"beta[4,4]",0.646,0.004,0.17,0.317,0.376,0.533,0.639,0.759,0.921,0.972,1520.847,1,5,3.801,3.84,465,53,566,134,1218,17.511,4.54,3.85,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,RAS_RAF_MAPK_extended,non-small cell lung cancer,363,1646,mu_beta[3],-0.49,0.011,0.414,-1.345,-1.197,-0.745,-0.473,-0.226,0.156,0.336,1356.735,1,overall,-1.181,0.62,1226,164,1447,199,3036,0.036,0.07,0.01,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,24,34,"beta[1,4]",-0.866,0.019,0.687,-2.389,-2.057,-1.266,-0.807,-0.393,0.128,0.276,1330.381,1,2,-1.26,0.68,380,24,34,0,438,1.144,0.55,0.32,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,41,71,"beta[2,4]",0.019,0.011,0.42,-0.863,-0.696,-0.245,0.023,0.306,0.681,0.813,1461.786,1,3,0.046,0.02,515,35,65,6,621,0.17,0.17,0.03,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,111,136,"beta[3,4]",-0.701,0.008,0.298,-1.318,-1.218,-0.896,-0.693,-0.485,-0.238,-0.158,1442.588,1.003,4,-2.351,1.73,523,100,125,11,759,5.05,1.61,1.16,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,187,329,"beta[4,4]",0.053,0.005,0.175,-0.281,-0.231,-0.065,0.055,0.173,0.328,0.392,1414.084,1.001,5,0.305,0.12,755,134,276,53,1218,0.127,0.14,0.03,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,363,570,mu_beta[3],-0.387,0.011,0.453,-1.331,-1.137,-0.651,-0.364,-0.087,0.266,0.436,1582.294,1,overall,-0.854,0.41,2173,293,500,70,3036,0.037,0.07,0.01,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,PI3K_AKT,non-small cell lung cancer,24,26,"beta[1,4]",-0.702,0.018,0.714,-2.371,-1.903,-1.1,-0.62,-0.218,0.308,0.473,1502.106,1.001,2,-0.982,0.49,388,24,26,0,438,0.675,0.39,0.2,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,PI3K_AKT,non-small cell lung cancer,41,62,"beta[2,4]",-0.2,0.013,0.487,-1.201,-0.997,-0.518,-0.18,0.129,0.584,0.725,1438.071,0.999,3,-0.41,0.17,522,37,58,4,621,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,PI3K_AKT,non-small cell lung cancer,111,76,"beta[3,4]",-0.726,0.01,0.395,-1.545,-1.397,-0.982,-0.698,-0.448,-0.146,-0.032,1519.49,1,4,-1.837,1.18,577,106,71,5,759,3.692,1.26,0.86,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,PI3K_AKT,non-small cell lung cancer,187,210,"beta[4,4]",0.523,0.005,0.186,0.173,0.227,0.394,0.525,0.651,0.829,0.888,1377.761,1,5,2.81,2.31,868,140,163,47,1218,9.002,2.57,2,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,PI3K_AKT,non-small cell lung cancer,363,374,mu_beta[3],-0.266,0.012,0.445,-1.191,-1,-0.558,-0.256,0.031,0.437,0.565,1475.998,1,overall,-0.598,0.26,2355,307,318,56,3036,3.368,1.18,0.83,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,24,19,"beta[1,4]",0.726,0.015,0.595,-0.522,-0.277,0.35,0.752,1.153,1.638,1.829,1561.061,1.001,2,1.221,0.65,397,22,17,2,438,0.224,0.2,0.05,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,41,77,"beta[2,4]",1.318,0.009,0.329,0.688,0.766,1.099,1.322,1.543,1.85,1.954,1354.778,1.002,3,4.002,4.2,517,27,63,14,621,17.03,4.43,3.78,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,111,170,"beta[3,4]",1.579,0.006,0.216,1.163,1.22,1.432,1.579,1.72,1.936,2.007,1445.989,0.999,4,7.315,12.59,535,54,113,57,759,60.77,14.19,13.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,187,348,"beta[4,4]",0.359,0.005,0.169,0.032,0.081,0.241,0.366,0.48,0.638,0.675,1288.482,0.999,5,2.128,1.48,747,123,284,64,1218,3.14,1.12,0.79,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,363,614,mu_beta[3],0.972,0.013,0.481,-0.023,0.186,0.688,0.97,1.282,1.727,1.934,1307.161,1,overall,2.023,1.37,2196,226,477,137,3036,77.186,17.81,16.15,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Cell_Cycle,non-small cell lung cancer,16,23,"beta[1,4]",0.841,0.013,0.517,-0.166,-0.016,0.496,0.841,1.19,1.684,1.903,1556.646,0.999,2,1.625,0.98,402,13,20,3,438,3.592,1.24,0.45,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Cell_Cycle,non-small cell lung cancer,38,68,"beta[2,4]",0.746,0.01,0.365,-0.003,0.137,0.494,0.751,1.009,1.322,1.406,1440.981,1,3,2.041,1.38,523,30,60,8,621,3.205,1.13,0.45,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Cell_Cycle,non-small cell lung cancer,28,91,"beta[3,4]",0.355,0.013,0.436,-0.596,-0.42,0.099,0.385,0.649,1.054,1.179,1140.157,1.001,4,0.815,0.38,644,24,87,4,759,0.007,0.03,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Cell_Cycle,non-small cell lung cancer,37,262,"beta[4,4]",0.37,0.008,0.324,-0.304,-0.185,0.157,0.374,0.599,0.884,0.964,1455.368,1,5,1.141,0.6,929,27,252,10,1218,0.392,0.27,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Cell_Cycle,non-small cell lung cancer,119,444,mu_beta[3],0.584,0.011,0.396,-0.184,-0.067,0.334,0.579,0.833,1.211,1.374,1225.687,1.002,overall,1.473,0.85,2498,94,419,25,3036,3.528,1.22,0.45,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,16,48,"beta[1,4]",-0.804,0.021,0.781,-2.615,-2.194,-1.249,-0.712,-0.265,0.312,0.478,1429.987,1.001,2,-1.029,0.52,374,16,48,0,438,1.044,0.51,0.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,38,147,"beta[2,4]",0.081,0.009,0.368,-0.626,-0.518,-0.173,0.081,0.338,0.674,0.752,1504.654,1.003,3,0.221,0.08,446,28,137,10,621,0.04,0.07,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,28,266,"beta[3,4]",-0.145,0.01,0.376,-0.897,-0.768,-0.385,-0.137,0.104,0.448,0.584,1484.978,0.999,4,-0.385,0.15,474,19,257,9,759,0.016,0.05,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,37,652,"beta[4,4]",0.239,0.008,0.322,-0.346,-0.275,0.015,0.218,0.456,0.781,0.894,1571.227,0.999,5,0.742,0.34,552,14,629,23,1218,0.813,0.44,0.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,119,1113,mu_beta[3],-0.149,0.013,0.497,-1.208,-0.975,-0.442,-0.137,0.167,0.653,0.797,1421.117,1,overall,-0.299,0.12,1846,77,1071,42,3036,0.048,0.08,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,16,13,"beta[1,4]",0.859,0.019,0.703,-0.516,-0.274,0.394,0.858,1.313,1.99,2.224,1358.982,1.002,2,1.222,0.65,411,14,11,2,438,2.367,0.91,0.33,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,38,46,"beta[2,4]",0.755,0.012,0.443,-0.189,-0.017,0.478,0.774,1.051,1.467,1.601,1372.214,1,3,1.704,1.05,543,32,40,6,621,2.947,1.07,0.45,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,28,120,"beta[3,4]",0.237,0.011,0.44,-0.675,-0.522,-0.041,0.258,0.541,0.914,1.062,1475.556,0.999,4,0.539,0.23,616,23,115,5,759,0.001,0.01,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,37,284,"beta[4,4]",0.122,0.009,0.342,-0.579,-0.456,-0.087,0.137,0.34,0.674,0.765,1354.894,1.003,5,0.358,0.14,906,28,275,9,1218,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,119,463,mu_beta[3],0.485,0.013,0.518,-0.567,-0.354,0.16,0.479,0.795,1.343,1.483,1581.051,0.999,overall,0.937,0.46,2476,97,441,22,3036,0.76,0.42,0.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,wnt,non-small cell lung cancer,16,15,"beta[1,4]",-0.1,0.019,0.735,-1.745,-1.376,-0.486,-0.044,0.378,0.973,1.111,1420.952,0.998,2,-0.136,0.05,407,16,15,0,438,0.005,0.02,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,wnt,non-small cell lung cancer,38,51,"beta[2,4]",0.212,0.012,0.448,-0.682,-0.537,-0.088,0.208,0.534,0.93,1.052,1484.062,1,3,0.473,0.2,536,34,47,4,621,0.053,0.09,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,wnt,non-small cell lung cancer,28,80,"beta[3,4]",0.054,0.013,0.487,-0.966,-0.768,-0.251,0.082,0.386,0.808,0.972,1499.595,1,4,0.11,0.04,654,25,77,3,759,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,wnt,non-small cell lung cancer,37,215,"beta[4,4]",0.53,0.008,0.336,-0.174,-0.047,0.312,0.543,0.759,1.058,1.154,1602.223,1,5,1.575,0.94,977,26,204,11,1218,3.02,1.09,0.45,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,wnt,non-small cell lung cancer,119,361,mu_beta[3],0.184,0.011,0.449,-0.745,-0.567,-0.085,0.194,0.486,0.89,0.999,1550.548,1.001,overall,0.409,0.17,2574,101,343,18,3036,0.937,0.48,0.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,DDR,non-small cell lung cancer,16,22,"beta[1,4]",0.106,0.019,0.727,-1.454,-1.115,-0.375,0.148,0.601,1.225,1.438,1442.275,1,2,0.146,0.05,401,15,21,1,438,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,DDR,non-small cell lung cancer,38,63,"beta[2,4]",-0.167,0.013,0.503,-1.28,-1.065,-0.49,-0.144,0.182,0.605,0.709,1445.609,0.999,3,-0.333,0.13,523,35,60,3,621,0.039,0.07,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,DDR,non-small cell lung cancer,28,170,"beta[3,4]",0.282,0.01,0.385,-0.535,-0.365,0.039,0.298,0.546,0.874,0.983,1491.09,1,4,0.734,0.33,569,20,162,8,759,0.322,0.24,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,DDR,non-small cell lung cancer,37,475,"beta[4,4]",0.525,0.008,0.321,-0.086,0.018,0.306,0.519,0.732,1.056,1.154,1513.093,0.999,5,1.635,0.99,726,17,455,20,1218,3.013,1.08,0.45,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,DDR,non-small cell lung cancer,119,730,mu_beta[3],0.191,0.014,0.536,-0.911,-0.719,-0.143,0.203,0.528,1.012,1.244,1571.254,0.999,overall,0.356,0.14,2219,87,698,32,3036,0.399,0.28,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,16,217,"beta[1,4]",-1.204,0.015,0.539,-2.448,-2.229,-1.503,-1.122,-0.809,-0.457,-0.384,1338.31,1,2,-2.233,1.59,206,15,216,1,438,10.719,2.97,1.5,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,38,343,"beta[2,4]",-0.876,0.009,0.335,-1.607,-1.454,-1.086,-0.859,-0.634,-0.359,-0.274,1309.092,1.003,3,-2.618,2.05,251,27,332,11,621,10.207,2.85,1.5,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,28,386,"beta[3,4]",-0.387,0.009,0.327,-1.023,-0.907,-0.602,-0.394,-0.183,0.175,0.285,1446.518,1.002,4,-1.183,0.63,359,14,372,14,759,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,37,700,"beta[4,4]",-0.313,0.008,0.307,-0.913,-0.805,-0.524,-0.328,-0.108,0.202,0.298,1568.951,0.999,5,-1.02,0.51,503,15,678,22,1218,0.006,0.03,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,119,1646,mu_beta[3],-0.701,0.009,0.325,-1.416,-1.288,-0.894,-0.681,-0.486,-0.203,-0.09,1424.6,0.999,overall,-2.158,1.51,1319,71,1598,48,3036,9.04,2.58,1.4,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,16,34,"beta[1,4]",-0.329,0.017,0.63,-1.726,-1.414,-0.694,-0.271,0.094,0.605,0.741,1322.975,0.999,2,-0.521,0.22,388,16,34,0,438,0.499,0.32,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,38,71,"beta[2,4]",0.231,0.01,0.391,-0.55,-0.433,-0.029,0.238,0.502,0.845,0.954,1487.404,0.999,3,0.59,0.26,518,32,65,6,621,0.37,0.26,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,28,136,"beta[3,4]",-0.021,0.011,0.408,-0.903,-0.735,-0.273,-0.006,0.251,0.631,0.753,1510.701,0.999,4,-0.053,0.02,600,23,131,5,759,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,37,329,"beta[4,4]",0.249,0.008,0.321,-0.384,-0.294,0.035,0.256,0.478,0.776,0.856,1583.598,0.998,5,0.775,0.36,865,24,316,13,1218,0.888,0.46,0.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,119,570,mu_beta[3],0.037,0.01,0.397,-0.769,-0.625,-0.214,0.043,0.297,0.655,0.768,1500.62,1,overall,0.094,0.03,2371,95,546,24,3036,0.077,0.11,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,PI3K_AKT,non-small cell lung cancer,16,26,"beta[1,4]",0.046,0.013,0.506,-0.939,-0.78,-0.286,0.049,0.359,0.857,1.064,1471.538,1.001,2,0.09,0.03,397,15,25,1,438,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,PI3K_AKT,non-small cell lung cancer,38,62,"beta[2,4]",0.18,0.011,0.409,-0.649,-0.533,-0.089,0.194,0.462,0.817,0.953,1498.993,1,3,0.441,0.18,526,33,57,5,621,0.156,0.16,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,PI3K_AKT,non-small cell lung cancer,28,76,"beta[3,4]",0.068,0.012,0.43,-0.789,-0.627,-0.202,0.081,0.337,0.756,0.887,1328.781,1.001,4,0.159,0.06,658,25,73,3,759,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,PI3K_AKT,non-small cell lung cancer,37,210,"beta[4,4]",0.066,0.011,0.354,-0.651,-0.517,-0.174,0.071,0.32,0.635,0.746,971.037,1.002,5,0.187,0.07,978,30,203,7,1218,0.003,0.02,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,PI3K_AKT,non-small cell lung cancer,119,374,mu_beta[3],0.094,0.011,0.367,-0.664,-0.523,-0.131,0.09,0.333,0.676,0.816,1176.673,1.001,overall,0.255,0.1,2559,103,358,16,3036,0.057,0.09,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),TMB,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,16,19,"beta[1,4]",1.056,0.016,0.61,-0.177,0.029,0.653,1.061,1.472,2.023,2.182,1453.909,1,2,1.73,1.08,406,13,16,3,438,5.098,1.62,0.57,TRUE,3.21,3.21
