cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
single,Any mutation (gene_pathways),race,KRAS_12C,Cell_Cycle,non-small cell lung cancer,389,456,mu_beta[3],0.055,0.009,0.357,-0.65,-0.539,-0.176,0.065,0.291,0.625,0.741,1521.103,1.003,overall,0.154,0.06,2825,333,400,56,3614,1.076,0.52,0.25,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,Chromatin_Regulation,non-small cell lung cancer,10,83,"beta[1,4]",0.836,0.01,0.36,0.146,0.246,0.596,0.828,1.066,1.463,1.578,1425.319,1,Asian,2.323,1.69,242,4,77,6,329,4.846,1.56,1.08,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,Chromatin_Regulation,non-small cell lung cancer,14,63,"beta[2,4]",0.66,0.009,0.347,-0.097,0.038,0.448,0.684,0.889,1.196,1.29,1554.24,1,Black,1.899,1.24,122,9,58,5,194,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,Chromatin_Regulation,non-small cell lung cancer,14,53,"beta[4,4]",0.875,0.009,0.344,0.213,0.328,0.645,0.865,1.094,1.468,1.586,1435.78,1.001,Unknown,2.542,1.96,114,7,46,7,174,1.833,0.76,0.42,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,Chromatin_Regulation,non-small cell lung cancer,351,945,"beta[5,4]",0.945,0.003,0.114,0.727,0.761,0.867,0.944,1.022,1.139,1.168,1620.886,1,White,8.287,15.65,1803,169,763,182,2917,67.956,15.78,14.82,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,Chromatin_Regulation,non-small cell lung cancer,391,1162,mu_beta[3],0.831,0.007,0.266,0.328,0.416,0.658,0.827,1.004,1.287,1.361,1381.549,1.001,overall,3.122,2.75,2320,189,960,202,3671,79.952,18.42,17.24,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,10,18,"beta[1,4]",1.945,0.017,0.671,0.735,0.907,1.484,1.9,2.387,3.094,3.32,1540.301,1,Asian,2.898,2.43,306,5,13,5,329,31.16,7.62,6.87,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,14,19,"beta[2,4]",0.846,0.015,0.571,-0.361,-0.147,0.48,0.858,1.223,1.754,1.934,1516.357,1,Black,1.483,0.86,163,12,17,2,194,0.014,0.04,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,14,13,"beta[3,4]",1.247,0.015,0.561,0.145,0.312,0.889,1.25,1.606,2.176,2.336,1441.867,1.004,Unknown,2.223,1.58,150,11,10,3,174,2.376,0.91,0.56,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,351,414,"beta[4,4]",0.766,0.004,0.14,0.502,0.535,0.667,0.767,0.86,0.996,1.044,1257.303,1.002,White,5.454,7.31,2235,268,331,83,2917,28.408,7.01,6.31,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,389,464,mu_beta[3],1.183,0.013,0.471,0.289,0.466,0.874,1.168,1.48,1.988,2.144,1376.297,1.001,overall,2.51,1.92,2854,296,371,93,3614,46.622,11.06,10.26,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,10,35,"beta[1,4]",-0.212,0.017,0.612,-1.659,-1.302,-0.545,-0.156,0.21,0.647,0.788,1363.372,1,Asian,-0.346,0.14,284,10,35,0,329,0.345,0.25,0.09,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,14,28,"beta[2,4]",0.224,0.013,0.476,-0.754,-0.59,-0.057,0.233,0.553,0.986,1.161,1438.332,1.003,Black,0.471,0.2,155,11,25,3,194,0.143,0.15,0.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,14,14,"beta[3,4]",0.009,0.014,0.566,-1.18,-0.974,-0.344,0.054,0.399,0.867,1.011,1585.843,1,Unknown,0.016,0.01,147,13,13,1,174,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,351,297,"beta[4,4]",0.298,0.004,0.166,-0.033,0.023,0.185,0.298,0.411,0.574,0.625,1657.425,0.999,White,1.792,1.14,2315,305,251,46,2917,3.375,1.18,0.78,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,389,374,mu_beta[3],0.077,0.011,0.405,-0.805,-0.596,-0.165,0.095,0.343,0.71,0.815,1370.296,1.002,overall,0.189,0.07,2901,339,324,50,3614,2.653,0.99,0.61,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,DDR,non-small cell lung cancer,10,52,"beta[1,4]",1.137,0.011,0.416,0.368,0.477,0.857,1.113,1.408,1.845,2.019,1380.592,1.001,Asian,2.734,2.2,272,5,47,5,329,6.606,1.99,1.42,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,DDR,non-small cell lung cancer,14,38,"beta[2,4]",1.124,0.01,0.374,0.394,0.51,0.879,1.116,1.362,1.76,1.879,1471.015,0.999,Black,3.004,2.57,148,8,32,6,194,3.717,1.27,0.85,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,DDR,non-small cell lung cancer,14,28,"beta[4,4]",1.354,0.011,0.414,0.605,0.709,1.064,1.324,1.636,2.06,2.193,1486.186,1,Unknown,3.267,2.96,139,7,21,7,174,10.377,2.89,2.28,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,DDR,non-small cell lung cancer,351,621,"beta[5,4]",0.947,0.003,0.12,0.698,0.743,0.87,0.948,1.029,1.141,1.178,1684.897,0.999,White,7.88,14.48,2075,221,491,130,2917,57.99,13.58,12.7,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,DDR,non-small cell lung cancer,391,750,mu_beta[3],1.099,0.008,0.311,0.537,0.627,0.89,1.087,1.284,1.611,1.792,1511.327,0.999,overall,3.534,3.39,2678,243,602,148,3671,80.505,18.54,17.24,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_extended,non-small cell lung cancer,10,216,"beta[1,4]",-0.098,0.01,0.384,-0.817,-0.731,-0.371,-0.097,0.165,0.532,0.661,1397.409,1,Asian,-0.256,0.1,110,3,209,7,329,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_extended,non-small cell lung cancer,14,90,"beta[2,4]",0.096,0.01,0.373,-0.637,-0.513,-0.155,0.092,0.338,0.71,0.811,1514.262,1.001,Black,0.257,0.1,97,7,83,7,194,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_extended,non-small cell lung cancer,14,78,"beta[4,4]",0.133,0.01,0.395,-0.612,-0.485,-0.125,0.128,0.377,0.786,0.909,1472.844,0.999,Unknown,0.336,0.13,89,7,71,7,174,0.016,0.05,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_extended,non-small cell lung cancer,351,1395,"beta[5,4]",0.117,0.003,0.111,-0.107,-0.07,0.042,0.114,0.193,0.299,0.343,1242.623,1.001,White,1.047,0.53,1347,175,1219,176,2917,0.758,0.42,0.16,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_extended,non-small cell lung cancer,391,1809,mu_beta[3],0.081,0.008,0.31,-0.486,-0.399,-0.128,0.069,0.271,0.58,0.77,1341.877,1,overall,0.261,0.1,1670,192,1610,199,3671,0.388,0.27,0.1,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,10,56,"beta[1,4]",0.268,0.011,0.426,-0.573,-0.425,0.001,0.253,0.525,0.994,1.168,1383.976,0.999,Asian,0.629,0.28,266,7,53,3,329,0.465,0.31,0.11,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,14,28,"beta[2,4]",0,0.012,0.451,-1.019,-0.826,-0.261,0.023,0.297,0.698,0.814,1429.989,1,Black,0,0,153,13,27,1,194,0.169,0.17,0.02,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,14,30,"beta[4,4]",0.38,0.012,0.433,-0.444,-0.288,0.096,0.363,0.641,1.124,1.32,1401.663,1.004,Unknown,0.877,0.42,134,10,26,4,174,0.642,0.37,0.14,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,351,482,"beta[5,4]",0.078,0.004,0.15,-0.24,-0.174,-0.022,0.078,0.185,0.316,0.362,1568.254,0.999,White,0.517,0.22,2144,291,422,60,2917,0.053,0.09,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_brief,non-small cell lung cancer,391,608,mu_beta[3],0.235,0.009,0.325,-0.37,-0.28,0.037,0.233,0.436,0.778,0.907,1413.993,1.001,overall,0.722,0.33,2742,321,538,70,3671,0.466,0.31,0.11,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,PI3K_AKT,non-small cell lung cancer,10,55,"beta[1,4]",0.394,0.013,0.514,-0.683,-0.479,0.074,0.399,0.737,1.208,1.395,1597.419,1.001,Asian,0.767,0.35,267,7,52,3,329,0.508,0.32,0.11,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,PI3K_AKT,non-small cell lung cancer,14,12,"beta[2,4]",0.205,0.016,0.598,-1.061,-0.818,-0.154,0.232,0.587,1.121,1.317,1374.235,1,Black,0.343,0.14,169,13,11,1,194,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,PI3K_AKT,non-small cell lung cancer,14,11,"beta[3,4]",0.206,0.016,0.588,-0.969,-0.7,-0.174,0.216,0.587,1.14,1.364,1333.005,1,Unknown,0.351,0.14,150,13,10,1,174,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,PI3K_AKT,non-small cell lung cancer,351,306,"beta[4,4]",0.398,0.005,0.165,0.049,0.109,0.286,0.405,0.513,0.659,0.706,1338.333,0.999,White,2.406,1.79,2310,301,256,50,2917,5.545,1.73,1.19,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,PI3K_AKT,non-small cell lung cancer,389,384,mu_beta[3],0.298,0.012,0.46,-0.596,-0.42,0.015,0.271,0.572,1.055,1.23,1469.202,1,overall,0.648,0.29,2896,334,329,55,3614,5.26,1.66,1.15,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,10,21,"beta[1,4]",1.568,0.014,0.538,0.561,0.721,1.207,1.55,1.894,2.501,2.661,1554.924,1.001,Asian,2.917,2.45,302,6,17,4,329,14.134,3.77,3.12,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,14,28,"beta[2,4]",1.277,0.012,0.454,0.346,0.525,0.991,1.283,1.571,2.013,2.179,1476.123,1.004,Black,2.813,2.31,157,9,23,5,194,3.832,1.3,0.85,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,14,17,"beta[3,4]",1.151,0.012,0.484,0.225,0.366,0.837,1.141,1.478,1.933,2.096,1545.17,1.001,Unknown,2.377,1.76,146,11,14,3,174,1.129,0.54,0.25,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,351,551,"beta[4,4]",1.059,0.003,0.118,0.824,0.866,0.978,1.061,1.138,1.256,1.287,1561.19,0.999,White,8.957,15.65,2141,225,425,126,2917,74.08,17.12,16.07,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,389,617,mu_beta[3],1.277,0.01,0.408,0.544,0.65,1.012,1.26,1.514,1.97,2.139,1550.945,0.999,overall,3.126,2.75,2746,251,479,138,3614,102.827,23.44,21.78,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Cell_Cycle,non-small cell lung cancer,6,43,"beta[1,4]",0.43,0.008,0.312,-0.236,-0.092,0.247,0.43,0.627,0.915,1.037,1445.072,0.999,Asian,1.378,0.77,281,5,42,1,329,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Cell_Cycle,non-small cell lung cancer,10,29,"beta[2,4]",0.46,0.009,0.301,-0.146,-0.029,0.263,0.461,0.658,0.925,1.043,1202.084,1,Black,1.531,0.9,157,8,27,2,194,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Cell_Cycle,non-small cell lung cancer,7,20,"beta[3,4]",0.485,0.008,0.315,-0.123,0.008,0.281,0.467,0.68,1,1.126,1413.136,1,Unknown,1.538,0.91,149,5,18,2,174,0.708,0.4,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Cell_Cycle,non-small cell lung cancer,112,364,"beta[4,4]",0.45,0.007,0.236,-0.022,0.061,0.29,0.455,0.617,0.832,0.904,1109.59,0.999,White,1.908,1.25,2461,92,344,20,2917,2.594,0.97,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Cell_Cycle,non-small cell lung cancer,135,456,mu_beta[3],0.453,0.008,0.269,-0.086,0.011,0.288,0.459,0.635,0.882,0.96,1230.43,0.999,overall,1.685,1.04,3048,110,431,25,3614,3.89,1.31,0.14,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,6,83,"beta[1,4]",-0.056,0.008,0.298,-0.714,-0.565,-0.228,-0.039,0.125,0.429,0.495,1323.643,0.999,Asian,-0.188,0.07,242,4,81,2,329,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,10,63,"beta[2,4]",-0.017,0.008,0.297,-0.629,-0.509,-0.191,-0.01,0.172,0.447,0.541,1548.906,0.999,Black,-0.056,0.02,124,7,60,3,194,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,7,53,"beta[4,4]",-0.071,0.008,0.312,-0.773,-0.595,-0.239,-0.056,0.13,0.421,0.483,1544.383,1,Unknown,-0.228,0.09,115,6,52,1,174,0.281,0.22,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,112,945,"beta[5,4]",0.01,0.005,0.184,-0.337,-0.282,-0.116,0.013,0.137,0.301,0.342,1511.194,0.999,White,0.052,0.02,1897,75,908,37,2917,0.002,0.02,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,135,1162,mu_beta[3],-0.044,0.007,0.246,-0.545,-0.438,-0.198,-0.036,0.111,0.359,0.432,1379.374,0.999,overall,-0.177,0.07,2417,92,1119,43,3671,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,6,18,"beta[1,4]",0.054,0.015,0.603,-1.326,-0.983,-0.3,0.094,0.438,0.959,1.114,1593.438,1.002,Asian,0.089,0.03,305,6,18,0,329,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,10,19,"beta[2,4]",0.168,0.014,0.556,-1.026,-0.784,-0.146,0.174,0.523,1.054,1.24,1678.748,1,Black,0.302,0.12,166,9,18,1,194,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,7,13,"beta[3,4]",0.25,0.016,0.59,-0.913,-0.744,-0.126,0.263,0.627,1.225,1.437,1404.953,1,Unknown,0.424,0.17,155,6,12,1,174,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,112,414,"beta[4,4]",0.252,0.006,0.243,-0.225,-0.145,0.092,0.256,0.424,0.639,0.716,1406.594,1.002,White,1.036,0.52,2411,92,394,20,2917,0.99,0.5,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,135,464,mu_beta[3],0.187,0.012,0.452,-0.735,-0.585,-0.089,0.194,0.476,0.911,1.044,1452.628,1.002,overall,0.413,0.17,3037,113,442,22,3614,1.194,0.56,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,wnt,non-small cell lung cancer,6,35,"beta[1,4]",0.192,0.072,0.43,-0.523,-0.42,-0.106,0.224,0.48,0.879,0.975,35.742,1.092,Asian,0.446,0.18,289,5,34,1,329,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,wnt,non-small cell lung cancer,10,28,"beta[2,4]",0.298,0.079,0.429,-0.367,-0.357,0.013,0.304,0.586,1,1.171,29.815,1.111,Black,0.693,0.31,159,7,25,3,194,0.953,0.48,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,wnt,non-small cell lung cancer,7,14,"beta[3,4]",0.147,0.068,0.422,-0.57,-0.431,-0.127,0.193,0.429,0.79,0.877,38.397,1.083,Unknown,0.348,0.14,153,7,14,0,174,0.008,0.03,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,wnt,non-small cell lung cancer,112,297,"beta[4,4]",0.189,0.07,0.322,-0.377,-0.377,-0.011,0.222,0.427,0.679,0.761,20.94,1.155,White,0.587,0.25,2522,98,283,14,2917,0.446,0.3,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,wnt,non-small cell lung cancer,135,374,mu_beta[3],0.207,0.076,0.37,-0.407,-0.407,-0.033,0.243,0.467,0.774,0.913,23.49,1.133,overall,0.559,0.24,3123,117,356,18,3614,1.033,0.51,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,DDR,non-small cell lung cancer,6,52,"beta[1,4]",0.147,0.009,0.329,-0.515,-0.381,-0.056,0.151,0.359,0.668,0.772,1378.031,0.999,Asian,0.447,0.18,272,5,51,1,329,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,DDR,non-small cell lung cancer,10,38,"beta[2,4]",0.234,0.009,0.324,-0.429,-0.315,0.018,0.246,0.438,0.766,0.901,1393.184,0.999,Black,0.723,0.33,149,7,35,3,194,0.196,0.18,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,DDR,non-small cell lung cancer,7,28,"beta[4,4]",0.161,0.009,0.34,-0.566,-0.382,-0.053,0.175,0.388,0.674,0.78,1423.541,0.999,Unknown,0.472,0.2,140,6,27,1,174,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,DDR,non-small cell lung cancer,112,621,"beta[5,4]",0.185,0.005,0.207,-0.243,-0.175,0.047,0.188,0.331,0.512,0.584,1426.57,1.001,White,0.891,0.43,2211,85,594,27,2917,0.391,0.27,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),race,KRAS_12D,DDR,non-small cell lung cancer,135,750,mu_beta[3],0.171,0.007,0.269,-0.378,-0.277,-0.014,0.179,0.359,0.584,0.644,1394.344,1,overall,0.634,0.28,2818,103,718,32,3671,0.727,0.4,0,TRUE,3.21,3.21
